bnuber,gene,gene_description,copy_number,growth_rate_hr-1
b0328,"yahn, eck0326, jw0320",neutral amino-acid efflux system,,0.11
b0329,"yaho, eck0327, jw0321",predicted protein,14959,0.11
b0330,"prpr, eck0328, jw0322, yahp",dna-binding transcriptional activator,,0.11
b0331,"prpb, eck0329, jw0323, yahq","2-methylisocitrate lyase (ec:4,1,3,30)",408,0.11
b0333,"prpc, eck0330, jw0324, yahs, yzzd","2-methylcitrate synthase (ec:2,3,3,1)",298,0.11
b0334,"prpd, acnc, eck0331, jw0325, yaht","2-methylcitrate dehydratase (ec:4,2,1,79)",561,0.11
b0335,"prpe, eck0332, jw0326, yahu",predicted propionyl-coa synthetase with atpase domain,,0.11
b0336,"codb, eck0333, jw0327",cytosine transporter,,0.11
b0337,"coda, eck0334, jw0328","cytosine deaminase (ec:3,5,4,1)",471,0.11
b0338,"cynr, eck0335, jw5894",dna-binding transcriptional dual regulator,,0.11
b0339,"cynt, eck0336, jw0330","carbonic anhydrase (ec:4,2,1,1)",,0.11
b0340,"cyns, cnt, eck0337, jw0331","cyanate aminohydrolase (ec:4,2,1,104)",,0.11
b0341,"cynx, eck0338, jw0332",predicted cyanate transporter,,0.11
b0346,"mhpr, eck0343, jw0337","dna-binding transcriptional activator, 3hpp-binding",35,0.11
b0347,"mhpa, eck0344, jw0338","3-(3-hydroxyphenyl)propionate hydroxylase (ec:1,14,13,-)",,0.11
b0348,"mhpb, eck0345, jw0339","2,3-dihydroxyphenylpropionate 1,2-dioxygenase (ec:1,13,11,-)",,0.11
b0349,"mhpc, eck0346, jw0340","2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase (ec:3,7,1,-)",,0.11
b0350,"mhpd, eck0347, jw0341, mhps","2-keto-4-pentenoate hydratase (ec:4,2,1,80)",,0.11
b0351,"mhpf, eck0348, jw0342","acetaldehyde-coa dehydrogenase ii, nad-binding (ec:1,2,1,10)",,0.11
b0352,"mhpe, eck0349, jw0343","4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class",,0.11
b0353,"mhpt, eck0350, jw5046, yaik",predicted 3-hydroxyphenylpropionic transporter,,0.11
b0354,"yail, eck0351, jw0345",nucleoprotein/polynucleotide-associated enzyme,166,0.11
b0355,"frmb, eck0352, jw0346, yaim",predicted esterase,,0.11
b0356,"frma, adhc, eck0353, jw0347",alcohol dehydrogenase class iii/glutathione-dependent formaldehyde,488,0.11
b0357,"frmr, eck0354, jw0348, yain",regulator protein that represses frmrab operon,127,0.11
b0358,"yaio, eck0355, jw0349",predicted protein,,0.11
b0363,"yaip, eck0360, jw0355",predicted glucosyltransferase,,0.11
b0364,"yais, eck0361, jw0356",conserved protein,,0.11
b0365,"taua, eck0362, jw0357, ssia, yair",taurine transporter subunit,,0.11
b0366,"taub, eck0363, jw0358, ssib, yaiq",taurine transporter subunit,,0.11
b0367,"tauc, eck0364, jw0359, ssic, yaij",taurine transporter subunit,,0.11
b0368,"taud, eck0365, jw0360, ssid, yaig","taurine dioxygenase, 2-oxoglutarate-dependent (ec:1,14,11,17)",,0.11
b0369,"hemb, eck0366, jw0361, ncf","porphobilinogen synthase (ec:4,2,1,24)",917,0.11
b0375,"yaiv, eck0370, jw0366",predicted dna-binding transcriptional regulator,,0.11
b0376,"amph, eck0371, jw5052, yaih","beta-lactamase/d-alanine carboxypeptidase (ec:3,5,2,6 3,4,17,8)",,0.11
b0377,"sbma, eck0372, jw0368",predicted transporter,,0.11
b0378,"yaiw, eck0373, jw0369",predicted dna-binding transcriptional regulator,,0.11
b0379,"yaiy, eck0374, jw0370",predicted inner membrane protein,,0.11
b0380,"yaiz, eck0375, jw5053",predicted inner membrane protein,,0.11
b0381,"ddla, eck0376, jw0372","d-alanine-d-alanine ligase a (ec:6,3,2,4)",373,0.11
b0382,"irap, eck0377, jw0373, yaib",predicted protein,1664,0.11
b0383,"phoa, eck0378, jw0374, psia","bacterial alkaline phosphatase (ec:3,1,3,1)",,0.11
b0384,"psif, eck0379, jw5054",conserved protein,200,0.11
b0385,"adra, eck0380, jw0376, yaic",predicted diguanylate cyclase,,0.11
b0386,"proc, eck0381, jw0377, pro, pro2","pyrroline-5-carboxylate reductase, nad(p)-binding (ec:1,5,1,2)",902,0.11
b0387,"yaii, eck0382, jw0378",conserved protein,,0.11
b0388,"arol, eck0383, jw0379","shikimate kinase ii (ec:2,7,1,71)",183,0.11
b0389,"yaia, eck0384, jw0380",predicted protein,959,0.11
b0390,"arom, eck0385, jw0381",conserved protein,319,0.11
b0391,"yaie, eck0386, jw0382",conserved protein,943,0.11
b0392,"ykia, eck0387, jw0383",pseudogene,,0.11
b0393,"rdgc, eck0388, jw0384, yaid","dna-binding protein, non-specific",286,0.11
b0394,"mak, eck0389, jw0385, yajf","manno(fructo)kinase (ec:2,7,1,4)",340,0.11
b0396,"araj, eck0390, jw0386",predicted transporter,,0.11
b0397,"sbcc, eck0391, jw0387, rmua","exonuclease, dsdna, atp-dependent",,0.11
b0398,"sbcd, eck0392, jw0388, yaja","exonuclease, dsdna, atp-dependent",,0.11
b0399,"phob, eck0393, jw0389, phorc",dna-binding response regulator in two-component regulatory system,73,0.11
b0400,"phor, eck0394, jw0390, nmpb, phor1, r1pho",sensory histidine kinase in two-component regulatory system with,,0.11
b0401,"brnq, eck0395, hrba, jw0391",predicted branched chain amino acid transporter (liv-ii),,0.11
b0402,"proy, eck0396, jw5055, yajm",predicted cryptic proline transporter,,0.11
b0403,"malz, eck0397, jw0393","maltodextrin glucosidase (ec:3,2,1,20)",,0.11
b0404,"acph, acpd, eck0398, jw0394, yajb",conserved protein,,0.11
b0405,"quea, eck0399, jw0395","s-adenosylmethionine:trna ribosyltransferase-isomerase (ec:5,-,-,-)",,0.11
b0406,"tgt, eck0400, jw0396, vacc","trna-guanine transglycosylase (ec:2,4,2,29)",60,0.11
b0407,"yajc, eck0401, jw0397",secyeg protein translocase auxillary subunit,2154,0.11
b0408,"secd, eck0402, jw0398",secyeg protein translocase auxillary subunit,127,0.11
b0409,"secf, eck0403, jw0399",secyeg protein translocase auxillary subunit,88,0.11
b0410,"yajd, eck0404, jw0400",conserved protein,384,0.11
b0411,"tsx, eck0405, jw0401, nupa, t6rec","nucleoside channel, receptor of phage t6 and colicin k",202,0.11
b0412,"yaji, eck0406, jw5056",predicted lipoprotein,,0.11
b0413,"nrdr, eck0407, jw0403, ribx, ybad",conserved protein,186,0.11
b0414,"ribd, eck0408, jw0404, ribg, ybae",fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and,38,0.11
b0415,"ribe, eck0409, jw0405, ribh, ybaf","riboflavin synthase beta chain (ec:2,5,1,9)",3562,0.11
b0416,"nusb, eck0410, gronb, jw0406, ssad, ssyb",transcription antitermination protein,1097,0.11
b0417,"thil, eck0411, jw0407","thiamin-monophosphate kinase (ec:2,7,4,16)",140,0.11
b0418,"pgpa, eck0412, jw0408, yajn","phosphatidylglycerophosphatase a (ec:3,1,3,27)",,0.11
b0419,"yajo, eck0413, jw0409","2-carboxybenzaldehyde reductase, function unknown",825,0.11
b0420,"dxs, eck0414, jw0410, yajp","1-deoxyxylulose-5-phosphate synthase, thiamine-requiring,",80,0.11
b0421,"ispa, eck0415, jw0411","geranyltranstransferase (ec:2,5,1,10 2,5,1,1)",134,0.11
b0422,"xseb, eck0416, jw0412, yaje","exonuclease vii small subunit (ec:3,1,11,6)",358,0.11
b0423,"thii, eck0417, jw0413, nuva, yajj, yajk",sulfurtransferase required for thiamine and 4-thiouridine,,0.11
b0424,"yajl, eck0418, jw5057, thij",conserved protein,297,0.11
b0425,"pane, apba, eck0419, jw0415","2-dehydropantoate reductase, nadph-specific (ec:1,1,1,169)",,0.11
b0426,"yajq, eck0420, jw5058",predicted nucleotide binding protein,3917,0.11
b0427,"yajr, eck0421, jw5059",predicted transporter,,0.11
b0428,"cyoe, eck0422, jw0418","protoheme ix farnesyltransferase (ec:2,5,1,-)",,0.11
b0429,"cyod, eck0423, jw0419","cytochrome o ubiquinol oxidase subunit iv (ec:1,10,3,-)",,0.11
b0430,"cyoc, eck0424, jw0420","cytochrome o ubiquinol oxidase subunit iii (ec:1,10,3,-)",,0.11
b0431,"cyob, eck0425, jw0421","cytochrome o ubiquinol oxidase subunit i (ec:1,10,3,-)",551,0.11
b0432,"cyoa, eck0426, jw0422","cytochrome o ubiquinol oxidase subunit ii (ec:1,10,3,-)",629,0.11
b0433,"ampg, eck0427, jw0423",muropeptide transporter,,0.11
b0434,"yajg, eck0428, jw0424",predicted lipoprotein,805,0.11
b0435,"bola, eck0429, jw5060",regulator of penicillin binding proteins and beta lactamase,392,0.11
b0436,"tig, eck0430, jw0426",peptidyl-prolyl cis/trans isomerase (trigger factor),4616,0.11
b0437,"clpp, eck0431, jw0427, lopp, wsea",proteolytic subunit of clpa-clpp and clpx-clpp atp-dependent serine,2558,0.11
b0438,"clpx, eck0432, jw0428, lopc",atpase and specificity subunit of clpx-clpp atp-dependent serine,580,0.11
b0439,"lon, capr, deg, dir, eck0433, jw0429, lopa, muc","dna-binding atp-dependent protease la (ec:3,4,21,53)",1019,0.11
b0440,"hupb, dpea, eck0434, hopd, jw0430","hu, dna-binding transcriptional regulator, beta subunit",18125,0.11
b0441,"ppid, eck0435, jw0431, ybau","peptidyl-prolyl cis-trans isomerase (rotamase d) (ec:5,2,1,8)",613,0.11
b0442,"ybav, eck0436, jw0432",conserved protein,,0.11
b0443,"tesc, eck0437, jw0433, ybaw",thioesterase iii,423,0.11
b0444,"quec, eck0438, jw0434, ybax",predicted aluminum resistance protein,223,0.11
b0445,"ybae, eck0439, jw0435",predicted transporter subunit: periplasmic-binding component of abc,,0.11
b0446,"cof, eck0440, jw0436",thiamin pyrimidine pyrophosphate hydrolase,,0.11
b0447,"ybao, eck0441, jw0437",predicted dna-binding transcriptional regulator,,0.11
b0448,"mdla, eck0442, jw0438, mdl",fused predicted multidrug transporter subunits of abc superfamily:,,0.11
b0449,"mdlb, eck0443, jw5061, mdl",fused predicted multidrug transporter subunits of abc superfamily:,,0.11
b0450,"glnk, eck0444, jw0440, ybai","nitrogen assimilation regulatory protein for glnl, glne, and amtb",,0.11
b0451,"amtb, eck0445, jw0441, ybag",ammonium transporter,,0.11
b0452,"tesb, eck0446, jw0442","acyl-coa thioesterase ii (ec:3,1,2,-)",174,0.11
b0453,"ybay, eck0447, jw0443",predicted outer membrane lipoprotein,1897,0.11
b0454,"ybaz, eck0448, jw0444",predicted methyltransferase,,0.11
b0455,"ffs, eck0449, jwr0009","4,5s srna component of signal recognition particle (srp)",,0.11
b0456,"ybaa, eck0450, jw0445",conserved protein,328,0.11
b0457,"ylab, eck0451, jw5062",conserved inner membrane protein,,0.11
b0458,"ylac, eck0452, jw5063",predicted inner membrane protein,,0.11
b0459,"maa, eck0453, jw0448, ylad","maltose o-acetyltransferase (ec:2,3,1,79)",,0.11
b0460,"hha, eck0454, jw0449","modulator of gene expression, with h-ns",,0.11
b0461,"tomb, eck0455, jw0450, ybaj",predicted protein,,0.11
b0462,"acrb, acre, eck0456, jw0451",multidrug efflux system protein,164,0.11
b0463,"acra, eck0457, jw0452, lir, mb, mbl, mtca, sipb",multidrug efflux system,928,0.11
b0464,"acrr, eck0458, jw0453, ybah",dna-binding transcriptional repressor,,0.11
b0465,"kefa, aefa, eck0459, jw0454, msck, pnuh",fused conserved protein,,0.11
b0466,"ybam, eck0460, jw0455",predicted protein,,0.11
b0467,"pric, eck0461, jw0456",primosomal replication protein n'',,0.11
b0468,"yban, eck0462, jw0457",conserved inner membrane protein,,0.11
b0469,"apt, eck0463, jw0458","adenine phosphoribosyltransferase (ec:2,4,2,7)",510,0.11
b0470,"dnax, dnaz, eck0464, jw0459","dna polymerase iii/dna elongation factor iii, tau and gamma subunits",30,0.11
b0471,"ybab, eck0465, jw0460",conserved protein,1697,0.11
b0472,"recr, eck0466, jw0461",gap repair protein,,0.11
b0473,"htpg, eck0467, jw0462",molecular chaperone hsp90 family,1004,0.11
b0474,"adk, dnaw, eck0468, jw0463, plsa","adenylate kinase (ec:2,7,4,3)",2436,0.11
b0475,"hemh, eck0469, jw0464, popa, visa","ferrochelatase (ec:4,99,1,1)",,0.11
b0476,"aes, eck0470, jw0465, ybac","acetyl esterase (ec:3,1,1,-)",,0.11
b0477,"gsk, eck0471, jw0466","inosine/guanosine kinase (ec:2,7,1,73)",,0.11
b0478,"ybal, eck0472, jw0467, ylaa",predicted transporter with nad(p)-binding rossmann-fold domain,,0.11
b0479,"fsr, eck0473, jw0468",predicted fosmidomycin efflux system,,0.11
b0480,"usha, eck0474, jw0469","bifunctional udp-sugar hydrolase/5'-nucleotidase (ec:3,6,1,45)",451,0.11
b0481,"ybak, eck0475, jw0470",conserved protein,189,0.11
b0482,"ybap, eck0476, jw0471",conserved protein,,0.11
b0483,"ybaq, eck0477, jw0472",predicted dna-binding transcriptional regulator,,0.11
b0484,"copa, eck0478, jw0473, ybar","copper transporter (ec:3,6,3,4)",231,0.11
b0485,"ybas, eck0479, jw0474",glutaminase,,0.11
b0486,"ybat, eck0480, jw0475",predicted transporter,,0.11
b0487,"cuer, eck0481, jw0476, ybbi",dna-binding transcriptional activator of copper-responsive regulon,,0.11
b0488,"ybbj, eck0482, jw5065",conserved inner membrane protein,,0.11
b0489,"qmca, eck0483, jw0478, ybbk","predicted protease, membrane anchored",,0.11
b0490,"ybbl, eck0484, jw0479",predicted transporter subunit: atp-binding component of abc,,0.11
b0491,"ybbm, eck0485, jw5066",predicted inner membrane protein,,0.11
b0492,"ybbn, eck0486, jw5067",predicted thioredoxin domain-containing protein,1133,0.11
b0493,"ybbo, eck0487, jw0482",predicted oxidoreductase with nad(p)-binding rossmann-fold domain,,0.11
b0494,"tesa, apea, eck0488, jw0483, pldc",multifunctional acyl-coa thioesterase i and protease i and,149,0.11
b0495,"ybba, eck0489, jw0484",predicted transporter subunit: atp-binding component of abc,,0.11
b0496,"ybbp, eck0490, jw0485",predicted inner membrane protein,,0.11
b0497,"rhsd, eck0491, jw0486",rhsd element protein,,0.11
b0498,"ybbc, eck0492, jw0487",predicted protein,,0.11
b0499,"ylbh, eck0493, jw0488",pseudogene,,0.11
b0502,"ylbg, eck0495, jw5880",pseudogene,,0.11
b0503,"selu, eck0496, jw0491, sele, ybbb","trna 2-selenouridine synthase, selenophosphate-dependent",,0.11
b0504,"alls, eck0497, glxa1, jw0492, ybbs",dna-binding transcriptional activator of the alld operon,,0.11
b0505,"alla, eck0498, glxa2, jw0493, ybbt","ureidoglycolate hydrolase (ec:3,5,3,19)",,0.11
b0506,"allr, eck0499, glxa3, jw0494, ybbu",dna-binding transcriptional repressor,41,0.11
b0507,"gcl, eck0500, jw0495","glyoxylate carboligase (ec:4,1,1,47)",,0.11
b0508,"hyi, eck0501, gip, jw0496, ybbg","hydroxypyruvate isomerase (ec:5,3,1,22)",,0.11
b0509,"glxr, eck0502, glxb1, jw0497, ybbq","tartronate semialdehyde reductase, nadh-dependent (ec:1,1,1,60)",,0.11
b0511,"ybbw, allp, eck0504, glxb2, jw0499",predicted allantoin transporter,,0.11
b0512,"allb, eck0505, glxb3, jw0500, ybbx","allantoinase (ec:3,5,2,5)",,0.11
b0513,"ybby, eck0506, glxb4, jw0501",predicted uracil/xanthine transporter,,0.11
b0514,"glxk, eck0507, glxb5, jw0502, ybbz","glycerate kinase ii (ec:2,7,1,31)",,0.11
b0515,"ylba, eck0508, glxb6, jw0503",conserved protein,106,0.11
b0516,"allc, eck0509, glxb7, jw0504, ylbb","allantoate amidohydrolase (ec:3,5,3,4)",,0.11
b0517,"alld, eck0510, glxb8, jw0505, ylbc","ureidoglycolate dehydrogenase (ec:1,1,1,154)",,0.11
b0518,"fdra, eck0511, jw0506, ylbd",predicted acyl-coa synthetase with nad(p)-binding rossmann-fold,,0.11
b0520,"ylbf, eck0513, jw0509",conserved protein,,0.11
b0521,"ybcf, arcc, eck0514, jw0510",predicted carbamate kinase,,0.11
b0522,"purk, eck0515, jw0511, pure2","n5-carboxyaminoimidazole ribonucleotide synthase (ec:4,1,1,21)",190,0.11
b0523,"pure, ade, ade3, eck0516, jw0512, pur2","n5-carboxyaminoimidazole ribonucleotide mutase (ec:4,1,1,21)",853,0.11
b0524,"lpxh, eck0517, jw0513, ybbf","udp-2,3-diacylglucosamine pyrophosphatase (ec:3,6,1,-)",,0.11
b0525,"ppib, eck0518, jw0514","peptidyl-prolyl cis-trans isomerase b (rotamase b) (ec:5,2,1,8)",2877,0.11
b0526,"cyss, eck0519, jw0515","cysteinyl-trna synthetase (ec:6,1,1,16)",284,0.11
b0527,"ybci, eck0520, jw0516",conserved inner membrane protein,,0.11
b0528,"ybcj, eck0521, jw5070",predicted rna-binding protein,570,0.11
b0529,"fold, ads, eck0522, jw0518","bifunctional 5,10-methylene-tetrahydrofolate",263,0.11
b0530,"sfma, eck0523, fima, fmae, jw0519",predicted fimbrial-like adhesin protein,,0.11
b0531,"sfmc, eck0524, fimc, jw0520","pilin chaperone, periplasmic",,0.11
b0532,"sfmd, eck0525, fimd, jw0521",predicted outer membrane export usher protein,,0.11
b0533,"sfmh, eck0526, fimh, fmaf, jw5071",predicted fimbrial-like adhesin protein,,0.11
b0534,"sfmf, eck0527, fimf, fmag, jw5072, ybcg",predicted fimbrial-like adhesin protein,,0.11
b0535,"fimz, eck0528, jw5073, ybca",predicted dna-binding transcriptional regulator,,0.11
b0536,"argu, argw, dnay, eck0529, fimu, jwr0010, pin",trna-arg,,0.11
b0537,"intd, eck0530, int, jw0525",dlp12 prophage; predicted integrase,,0.11
b0543,"emre, eb, eck0534, jw0531, mvrc",dlp12 prophage; multidrug resistance protein,,0.11
b0544,"ybck, eck0535, jw0532",dlp12 prophage; predicted recombinase,,0.11
b0545,"ybcl, eck0536, jw0533",dlp12 prophage; predicted kinase inhibitor,,0.11
b0546,"ybcm, eck0537, jw0534",dlp12 prophage; predicted dna-binding transcriptional regulator,,0.11
b0547,"ybcn, eck0538, jw0535",dlp12 prophage; predicted protein,,0.11
b0548,"nine, eck0539, jw0536",dlp12 prophage; conserved protein,,0.11
b0549,"ybco, eck0540, jw0537",dlp12 prophage; predicted protein,,0.11
b0550,"rusa, eck0541, jw0538, rus, ybcp","dlp12 prophage; endonuclease rus (ec:3,1,22,-)",,0.11
b0551,"quud, eck0543, jw0539, ybcq",dlp12 prophage; predicted antitermination protein,,0.11
b0553,"nmpc, eck0544, jw5078, phma",pseudogene,,0.11
b0554,"essd, eck0545, jw0543, ybcr",dlp12 prophage; predicted phage lysis protein,,0.11
b0555,"arrd, eck0546, jw0544, ybcs",dlp12 prophage; predicted lysozyme,,0.11
b0562,"ybcy, eck0554, jw0551",pseudogene,,0.11
b0564,"appy, eck0556, jw0553",dna-binding transcriptional activator; dlp12 prophage,,0.11
b0565,"ompt, eck0557, jw0554",dlp12 prophage; outer membrane protease vii (outer membrane protein,372,0.11
b0566,"envy, eck0558, jw0555",dna-binding transcriptional activator of porin biosynthesis,,0.11
b0567,"ybch, eck0559, jw0556",predicted protein,,0.11
b0568,"nfra, eck0560, jw0557","bacteriophage n4 receptor, outer membrane subunit",,0.11
b0569,"nfrb, eck0561, jw0558","bacteriophage n4 receptor, inner membrane subunit",,0.11
b0570,"cuss, eck0562, jw5082, sils, ybcz",sensory histidine kinase in two-component regulatory system with,,0.11
b0571,"cusr, eck0563, jw0560, silr, ylca",dna-binding response regulator in two-component regulatory system,221,0.11
b0572,"cusc, eck0564, ibeb, jw0561, silc, ylcb","copper/silver efflux system, outer membrane component",216,0.11
b0573,"cusf, cusx, eck0565, jw0562, silf, ylcc",periplasmic copper-binding protein,1924,0.11
b0574,"cusb, eck0566, jw0563, silb, ylcd","copper/silver efflux system, membrane fusion protein",256,0.11
b0575,"cusa, eck0567, jw0564, sila, ybde","copper/silver efflux system, membrane component",,0.11
b0576,"phep, eck0568, jw0565",phenylalanine transporter,,0.11
b0577,"ybdg, eck0569, jw0566",predicted mechanosensitive channel,,0.11
b0578,"nfsb, dpra, eck0570, jw0567, nfnb, nfsi, ntr","dihydropteridine reductase, nad(p)h-dependent, oxygen-insensitive",1090,0.11
b0579,"ybdf, eck0571, jw5083",conserved protein,,0.11
b0580,"ybdj, eck0572, jw0569",predicted inner membrane protein,,0.11
b0581,"ybdk, eck0573, jw0570","gamma-glutamyl:cysteine ligase (ec:6,3,2,2)",701,0.11
b0583,"entd, eck0575, jw5085",phosphopantetheinyltransferase component of enterobactin synthase,,0.11
b0584,"fepa, cbr, cbt, eck0576, fep, feub, jw5086",iron-enterobactin outer membrane transporter,,0.11
b0585,"fes, eck0577, jw0576",enterobactin/ferric enterobactin esterase,,0.11
b0586,"entf, eck0579, jw0578","enterobactin synthase multienzyme complex component, atp-dependent",,0.11
b0587,"fepe, eck0580, jw0579",regulator of length of o-antigen component of lipopolysaccharide,,0.11
b0588,"fepc, eck0581, jw0580",iron-enterobactin transporter subunit,,0.11
b0589,"fepg, eck0582, jw0581",iron-enterobactin transporter subunit,,0.11
b0590,"fepd, eck0583, jw0582",iron-enterobactin transporter subunit,,0.11
b0591,"ents, eck0584, jw0583, ybda",predicted transporter,,0.11
b0592,"fepb, eck0585, jw0584",iron-enterobactin transporter subunit,90,0.11
b0593,"entc, eck0586, fepf, jw0585","isochorismate synthase 1 (ec:5,4,4,2)",,0.11
b0594,"ente, eck0587, jw0586","2,3-dihydroxybenzoate-amp ligase component of enterobactin synthase",,0.11
b0595,"entb, eck0588, entg, jw0587","isochorismatase (ec:3,3,2,1)",,0.11
b0596,"enta, eck0589, jw0588","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (ec:1,3,1,28)",,0.11
