annotation,cog_id,cog_letter,gene_name
3-oxoacyl-(acyl-carrier-protein) synthase,COG0304,Q,fabB
3-oxoacyl-(acyl-carrier-protein) synthase,COG0304,Q,fabF
Replicative DNA helicase,COG0305,L,dnaB
Phosphate/sulphate permeases,COG0306,P,pitA
Phosphate/sulphate permeases,COG0306,P,pitB
Riboflavin synthase alpha chain,COG0307,H,ribC
Aminopeptidase N,COG0308,E,pepN
Hydrogenase maturation factor,COG0309,O,hypE
Predicted Zn-dependent proteases and their inactivated homologs,COG0312,R,pmbA
Predicted Zn-dependent proteases and their inactivated homologs,COG0312,R,tldD
Predicted methyltransferases,COG0313,R,yraL
"Molybdopterin converting factor, large subunit",COG0314,H,moaE
Molybdenum cofactor biosynthesis enzyme,COG0315,H,moaC
Uncharacterized conserved protein,COG0316,S,iscA
Uncharacterized conserved protein,COG0316,S,yadR
Uncharacterized conserved protein,COG0316,S,ydiC
Uncharacterized conserved protein,COG0316,S,yhgI_1
Guanosine polyphosphate pyrophosphohydrolases/synthetases,COG0317,T,relA
Guanosine polyphosphate pyrophosphohydrolases/synthetases,COG0317,T,spoT
Guanosine polyphosphate pyrophosphohydrolases/synthetases,COG0317,K,relA
Guanosine polyphosphate pyrophosphohydrolases/synthetases,COG0317,K,spoT
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,COG0318,I,aas_2
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,COG0318,I,caiC
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,COG0318,I,fadD
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,COG0318,I,menE
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,COG0318,I,ydiD
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,COG0318,Q,aas_2
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,COG0318,Q,caiC
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,COG0318,Q,fadD
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,COG0318,Q,menE
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,COG0318,Q,ydiD
Predicted metal-dependent hydrolase,COG0319,R,ybeY
Lipoate synthase,COG0320,H,lipA
Lipoate-protein ligase B,COG0321,H,lipB
Nuclease subunit of the excinuclease complex,COG0322,L,uvrC
Nuclease subunit of the excinuclease complex,COG0322,L,ydjQ
DNA mismatch repair enzyme (predicted ATPase),COG0323,L,mutL
tRNA delta(2)-isopentenylpyrophosphate transferase,COG0324,J,miaA
Predicted enzyme with a TIM-barrel fold,COG0325,R,yggS
"Molecular chaperone, HSP90 family",COG0326,O,htpG
Uncharacterized conserved protein,COG0327,S,ybgI
Ribonuclease HI,COG0328,L,rnhA
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,COG0329,E,dapA
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,COG0329,E,nanA
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,COG0329,E,yagE
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,COG0329,E,yjhH
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,COG0329,M,dapA
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,COG0329,M,nanA
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,COG0329,M,yagE
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,COG0329,M,yjhH
"Membrane protease subunits, stomatin/prohibitin homologs",COG0330,O,hflC
"Membrane protease subunits, stomatin/prohibitin homologs",COG0330,O,hflK
"Membrane protease subunits, stomatin/prohibitin homologs",COG0330,O,ybbK
(acyl-carrier-protein) S-malonyltransferase,COG0331,I,fabD
3-oxoacyl-[acyl-carrier-protein] synthase III,COG0332,I,fabH
Ribosomal protein L32,COG0333,J,rpmF
Glutamate dehydrogenase/leucine dehydrogenase,COG0334,E,gdhA
Ribosomal protein L19,COG0335,J,rplS
tRNA-(guanine-N1)-methyltransferase,COG0336,J,trmD
3-dehydroquinate synthetase,COG0337,E,aroB
Site-specific DNA methylase,COG0338,L,dam
Zn-dependent oligopeptidases,COG0339,E,dcp
Zn-dependent oligopeptidases,COG0339,E,prlC
Biotin-(acetyl-CoA carboxylase) ligase,COG0340,H,birA_2
Preprotein translocase subunit SecF,COG0341,U,secF
Preprotein translocase subunit SecD,COG0342,U,secD
Queuine/archaeosine tRNA-ribosyltransferase,COG0343,J,tgt
Predicted membrane protein,COG0344,S,ygiH
Pyrroline-5-carboxylate reductase,COG0345,E,proC
Lactoylglutathione lyase and related lyases,COG0346,E,gloA
Lactoylglutathione lyase and related lyases,COG0346,E,yaeR
Nitrogen regulatory protein PII,COG0347,E,glnB
Nitrogen regulatory protein PII,COG0347,E,glnK
Polyferredoxin,COG0348,C,napH
Polyferredoxin,COG0348,C,yccM
Ribonuclease D,COG0349,J,rnd
Methylated DNA-protein cysteine methyltransferase,COG0350,L,ada_2
Methylated DNA-protein cysteine methyltransferase,COG0350,L,ogt
Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,COG0351,H,thiD
Thiamine monophosphate synthase,COG0352,H,thiE
Recombinational DNA repair protein (RecF pathway),COG0353,L,recR
Predicted aminomethyltransferase related to GcvT,COG0354,R,ygfZ
"F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)",COG0355,C,atpC
"F0F1-type ATP synthase, subunit a",COG0356,C,atpB
Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial cell division,COG0357,M,gidB
DNA primase (bacterial type),COG0358,L,dnaG
Ribosomal protein L9,COG0359,J,rplI
Ribosomal protein S6,COG0360,J,rpsF
Translation initiation factor 1 (IF-1),COG0361,J,infA
6-phosphogluconate dehydrogenase,COG0362,G,gnd
6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase,COG0363,G,agaI
6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase,COG0363,G,nagB
6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase,COG0363,G,yieK
Glucose-6-phosphate 1-dehydrogenase,COG0364,G,zwf
Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases,COG0365,I,acs
Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases,COG0365,I,prpE
Glycosidases,COG0366,G,amyA
Glycosidases,COG0366,G,b2656
Glycosidases,COG0366,G,b2657
Glycosidases,COG0366,G,malS
Glycosidases,COG0366,G,malZ
Glycosidases,COG0366,G,treC
Glycosidases,COG0366,G,ycjM
Asparagine synthase (glutamine-hydrolyzing),COG0367,E,asnB
Cobalamin-5-phosphate synthase,COG0368,H,cobS
"Sulfite reductase, alpha subunit (flavoprotein)",COG0369,P,cysJ
Fe2+ transport system protein B,COG0370,P,feoB
Glycerol dehydrogenase and related enzymes,COG0371,C,gldA
Glycerol dehydrogenase and related enzymes,COG0371,C,ybdH
Citrate synthase,COG0372,C,gltA
Citrate synthase,COG0372,C,prpC
Glutamyl-tRNA reductase,COG0373,H,hemA
"Ni,Fe-hydrogenase I large subunit",COG0374,C,hyaB
"Ni,Fe-hydrogenase I large subunit",COG0374,C,hybC
Zn finger protein HypA/HybF (possibly regulating hydrogenase expression),COG0375,R,hybF
Zn finger protein HypA/HybF (possibly regulating hydrogenase expression),COG0375,R,hypA
Catalase (peroxidase I),COG0376,P,katG
NADH:ubiquinone oxidoreductase 20 kD subunit and related Fe-S oxidoreductases,COG0377,C,nuoB
Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase,COG0378,O,hypB
Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase,COG0378,K,hypB
Quinolinate synthase,COG0379,H,nadA
Trehalose-6-phosphate synthase,COG0380,G,otsA
UDP-N-acetylglucosamine 2-epimerase,COG0381,M,wecB
4-hydroxybenzoate polyprenyltransferase and related prenyltransferases,COG0382,H,ubiA
Alpha-mannosidase,COG0383,G,"ybgG
"
"Predicted epimerase, PhzC/PhzF homolog",COG0384,R,yddE
Predicted Na+-dependent transporter,COG0385,R,yfeH
Glutathione peroxidase,COG0386,O,btuE
Ca2+/H+ antiporter,COG0387,P,chaA
Predicted amidohydrolase,COG0388,R,yafV
Predicted amidohydrolase,COG0388,R,ybeM
Predicted amidohydrolase,COG0388,R,yobB
Nucleotidyltransferase/DNA polymerase involved in DNA repair,COG0389,L,dinP
Nucleotidyltransferase/DNA polymerase involved in DNA repair,COG0389,L,umuC
"ABC-type uncharacterized transport system, permease component",COG0390,R,ybbM
Uncharacterized conserved protein,COG0391,S,ybhK
Predicted integral membrane protein,COG0392,S,ybhN
Uncharacterized conserved protein,COG0393,S,ybjQ
Protein-tyrosine-phosphatase,COG0394,T,wzb
Protein-tyrosine-phosphatase,COG0394,T,yccY
"ABC-type sugar transport system, permease component",COG0395,G,ugpE
"ABC-type sugar transport system, permease component",COG0395,G,ycjP
"ABC-type transport system involved in Fe-S cluster assembly, ATPase component",COG0396,O,ynhD
Uncharacterized conserved protein,COG0397,S,ydiU
Uncharacterized conserved protein,COG0398,S,ydjX
Uncharacterized conserved protein,COG0398,S,ydjZ
Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis,COG0399,M,wecE
Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis,COG0399,M,yfbE
Predicted esterase,COG0400,R,ypfH
Uncharacterized homolog of Blt101,COG0401,S,yqaE
Cytosine deaminase and related metal-dependent hydrolases,COG0402,F,codA
Cytosine deaminase and related metal-dependent hydrolases,COG0402,F,ssnA
Cytosine deaminase and related metal-dependent hydrolases,COG0402,F,yahJ
Cytosine deaminase and related metal-dependent hydrolases,COG0402,F,ygfP
Cytosine deaminase and related metal-dependent hydrolases,COG0402,R,codA
Cytosine deaminase and related metal-dependent hydrolases,COG0402,R,ssnA
Cytosine deaminase and related metal-dependent hydrolases,COG0402,R,yahJ
Cytosine deaminase and related metal-dependent hydrolases,COG0402,R,ygfP
"Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain",COG0403,E,gcvP_1
Glycine cleavage system T protein (aminomethyltransferase),COG0404,E,gcvT
Gamma-glutamyltransferase,COG0405,E,ggt
"Fructose-2,6-bisphosphatase",COG0406,G,gpmB
"Fructose-2,6-bisphosphatase",COG0406,G,phpB
Uroporphyrinogen-III decarboxylase,COG0407,H,hemE
Coproporphyrinogen III oxidase,COG0408,H,hemF
Hydrogenase maturation factor,COG0409,O,hypD
"ABC-type branched-chain amino acid transport systems, ATPase component",COG0410,E,livF
"ABC-type branched-chain amino acid transport systems, ATPase component",COG0411,E,livG
Dienelactone hydrolase and related enzymes,COG0412,Q,yghY+X
Dienelactone hydrolase and related enzymes,COG0412,Q,ysgA
Ketopantoate hydroxymethyltransferase,COG0413,H,panB
Panthothenate synthetase,COG0414,H,panC
Deoxyribodipyrimidine photolyase,COG0415,L,phrB
Fatty acid/phospholipid biosynthesis enzyme,COG0416,I,plsX
DNA polymerase elongation subunit (family B),COG0417,L,polB
Dihydroorotase,COG0418,F,pyrC
ATPase involved in DNA repair,COG0419,L,sbcC
DNA repair exonuclease,COG0420,L,sbcD
Spermidine synthase,COG0421,E,speE
Thiamine biosynthesis protein ThiC,COG0422,H,thiC
Nucleotide-binding protein implicated in inhibition of septum formation,COG0424,D,yceF
Nucleotide-binding protein implicated in inhibition of septum formation,COG0424,D,yhdE
"Predicted redox protein, regulator of disulfide bond formation",COG0425,O,sirA
"Predicted redox protein, regulator of disulfide bond formation",COG0425,O,yedF
"Predicted redox protein, regulator of disulfide bond formation",COG0425,O,yeeD
Uncharacterized flavoproteins,COG0426,C,ygaK_1
Acetyl-CoA hydrolase,COG0427,C,ygfH
Predicted divalent heavy-metal cations transporter,COG0428,P,ygiE
Predicted hydrolase of the alpha/beta-hydrolase fold,COG0429,R,yheT
RNA 3'-terminal phosphate cyclase,COG0430,A,yhgK+J
Predicted flavoprotein,COG0431,R,ycbP
Predicted flavoprotein,COG0431,R,yieF
Uncharacterized conserved protein,COG0432,S,yjbQ
Predicted ATPase,COG0433,R,yjgR
Predicted TIM-barrel enzyme,COG0434,R,sgcQ
Predicted glutathione S-transferase,COG0435,O,yqjG
Aspartate/tyrosine/aromatic aminotransferase,COG0436,E,ybdL
Aspartate/tyrosine/aromatic aminotransferase,COG0436,E,yfbQ
Aspartate/tyrosine/aromatic aminotransferase,COG0436,E,yfdZ
Fe-S-cluster-containing hydrogenase components 1,COG0437,C,dmsB
Fe-S-cluster-containing hydrogenase components 1,COG0437,C,fdnH
Fe-S-cluster-containing hydrogenase components 1,COG0437,C,fdoH
Fe-S-cluster-containing hydrogenase components 1,COG0437,C,hybA
Fe-S-cluster-containing hydrogenase components 1,COG0437,C,nrfC
Fe-S-cluster-containing hydrogenase components 1,COG0437,C,ydhX
Fe-S-cluster-containing hydrogenase components 1,COG0437,C,ydhY
Glycosyltransferase,COG0438,M,rfaB
Glycosyltransferase,COG0438,M,rfaG
Glycosyltransferase,COG0438,M,wbbK
Glycosyltransferase,COG0438,M,wcaC
Glycosyltransferase,COG0438,M,wcaI
Glycosyltransferase,COG0438,M,wcaL
Biotin carboxylase,COG0439,I,accC
"Acetolactate synthase, small (regulatory) subunit",COG0440,E,ilvH
"Acetolactate synthase, small (regulatory) subunit",COG0440,E,ilvN
Threonyl-tRNA synthetase,COG0441,J,thrS
Prolyl-tRNA synthetase,COG0442,J,proS
Molecular chaperone,COG0443,O,dnaK
Molecular chaperone,COG0443,O,hscA
Molecular chaperone,COG0443,O,ybeW
Molecular chaperone,COG0443,O,yegD
"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",COG0444,E,ddpD
"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",COG0444,E,dppD
"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",COG0444,E,nikD
"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",COG0444,E,oppD
"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",COG0444,P,ddpD
"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",COG0444,P,dppD
"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",COG0444,P,nikD
"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",COG0444,P,oppD
NAD/FAD-utilizing enzyme apparently involved in cell division,COG0445,D,gidA
Uncharacterized NAD(FAD)-dependent dehydrogenases,COG0446,R,fadH_2
Uncharacterized NAD(FAD)-dependent dehydrogenases,COG0446,R,hcaD
Uncharacterized NAD(FAD)-dependent dehydrogenases,COG0446,R,ygbD
Dihydroxynaphthoic acid synthase,COG0447,H,menB
ADP-glucose pyrophosphorylase,COG0448,G,glgC
"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,M,glmS
Peroxiredoxin,COG0450,O,ahpC
Nucleoside-diphosphate-sugar epimerases,COG0451,M,rfaD
Nucleoside-diphosphate-sugar epimerases,COG0451,M,wcaG
Nucleoside-diphosphate-sugar epimerases,COG0451,M,ybjS
Nucleoside-diphosphate-sugar epimerases,COG0451,M,yeeZ
Nucleoside-diphosphate-sugar epimerases,COG0451,M,yfbG_2
Nucleoside-diphosphate-sugar epimerases,COG0451,G,rfaD
Nucleoside-diphosphate-sugar epimerases,COG0451,G,wcaG
Nucleoside-diphosphate-sugar epimerases,COG0451,G,ybjS
Nucleoside-diphosphate-sugar epimerases,COG0451,G,yeeZ
Nucleoside-diphosphate-sugar epimerases,COG0451,G,yfbG_2
Phosphopantothenoylcysteine synthetase/decarboxylase,COG0452,H,dfp
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,K,phnO
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,K,wecD
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,K,yafP
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,K,yedL
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,K,yfiQ_2
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,K,yhhY
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,K,yiaC
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,R,phnO
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,R,wecD
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,R,yafP
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,R,yedL
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,R,yfiQ_2
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,R,yhhY
Histone acetyltransferase HPA2 and related acetyltransferases,COG0454,R,yiaC
Acetyltransferases,COG0456,R,rimI
Acetyltransferases,COG0456,R,ypeA
FOG: TPR repeat,COG0457,R,nfrA
FOG: TPR repeat,COG0457,R,ygeG
FOG: TPR repeat,COG0457,R,ygeH_2
FOG: TPR repeat,COG0457,R,yhjL
Carbamoylphosphate synthase large subunit (split gene in MJ),COG0458,E,carB
Carbamoylphosphate synthase large subunit (split gene in MJ),COG0458,F,carB
Chaperonin GroEL (HSP60 family),COG0459,O,groL
Homoserine dehydrogenase,COG0460,E,metL_2
Homoserine dehydrogenase,COG0460,E,thrA_2
Orotate phosphoribosyltransferase,COG0461,F,pyrE
Phosphoribosylpyrophosphate synthetase,COG0462,F,prsA
Phosphoribosylpyrophosphate synthetase,COG0462,E,prsA
Glycosyltransferases involved in cell wall biogenesis,COG0463,M,wcaA
Glycosyltransferases involved in cell wall biogenesis,COG0463,M,wcaE
Glycosyltransferases involved in cell wall biogenesis,COG0463,M,yfbF
Glycosyltransferases involved in cell wall biogenesis,COG0463,M,yfdH
Glycosyltransferases involved in cell wall biogenesis,COG0463,M,yibD
ATP-dependent Zn proteases,COG0465,O,hflB
"ATP-dependent Lon protease, bacterial type",COG0466,O,lon
RecA/RadA recombinase,COG0468,L,recA
Pyruvate kinase,COG0469,G,pykA
Pyruvate kinase,COG0469,G,pykF
ATPase involved in DNA replication,COG0470,L,holB
Di- and tricarboxylate transporters,COG0471,P,citT
Di- and tricarboxylate transporters,COG0471,P,ybhI
Di- and tricarboxylate transporters,COG0471,P,ybiR
Di- and tricarboxylate transporters,COG0471,P,yfbS
Di- and tricarboxylate transporters,COG0471,P,ygjE
UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase,COG0472,M,mraY
UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase,COG0472,M,rfe
Isocitrate/isopropylmalate dehydrogenase,COG0473,C,leuB
Isocitrate/isopropylmalate dehydrogenase,COG0473,C,yeaU
Isocitrate/isopropylmalate dehydrogenase,COG0473,E,leuB
Isocitrate/isopropylmalate dehydrogenase,COG0473,E,yeaU
Cation transport ATPase,COG0474,P,mgtA
"Kef-type K+ transport systems, membrane components",COG0475,P,kefB_1
"Kef-type K+ transport systems, membrane components",COG0475,P,kefC_1
Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,COG0476,H,moeB
Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,COG0476,H,thiF
Permeases of the major facilitator superfamily,COG0477,G,ampG
Permeases of the major facilitator superfamily,COG0477,G,araE
Permeases of the major facilitator superfamily,COG0477,G,b2681m
Permeases of the major facilitator superfamily,COG0477,G,bcr
Permeases of the major facilitator superfamily,COG0477,G,cmr
Permeases of the major facilitator superfamily,COG0477,G,dgoT
Permeases of the major facilitator superfamily,COG0477,G,emrB
Permeases of the major facilitator superfamily,COG0477,E,ampG
Permeases of the major facilitator superfamily,COG0477,E,araE
Permeases of the major facilitator superfamily,COG0477,E,b2681m
Permeases of the major facilitator superfamily,COG0477,E,bcr
Permeases of the major facilitator superfamily,COG0477,E,cmr
Permeases of the major facilitator superfamily,COG0477,E,dgoT
Permeases of the major facilitator superfamily,COG0477,E,emrB
Permeases of the major facilitator superfamily,COG0477,P,ampG
Permeases of the major facilitator superfamily,COG0477,P,araE
Permeases of the major facilitator superfamily,COG0477,P,b2681m
Permeases of the major facilitator superfamily,COG0477,P,bcr
Permeases of the major facilitator superfamily,COG0477,P,cmr
Permeases of the major facilitator superfamily,COG0477,P,dgoT
Permeases of the major facilitator superfamily,COG0477,P,emrB
Permeases of the major facilitator superfamily,COG0477,R,ampG
Permeases of the major facilitator superfamily,COG0477,R,araE
Permeases of the major facilitator superfamily,COG0477,R,b2681m
Permeases of the major facilitator superfamily,COG0477,R,bcr
Permeases of the major facilitator superfamily,COG0477,R,cmr
Permeases of the major facilitator superfamily,COG0477,R,dgoT
Permeases of the major facilitator superfamily,COG0477,R,emrB
"Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit",COG0479,C,frdB
"Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit",COG0479,C,sdhB
Translation elongation factors (GTPases),COG0480,J,fusA
Membrane GTPase LepA,COG0481,M,lepA
"Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain",COG0482,J,trmU
