,Gene,condition,copy_number,dataset,growth_rate,type
403,rplU,Pyruvate,3971.0,Schmidt,0.4,ribosomal
404,rplU,Chemostat µ=0.5,7580.0,Schmidt,0.5,ribosomal
405,rplU,Chemostat µ=0.35,4443.0,Schmidt,0.35,ribosomal
406,rplU,Chemostat µ=0.20,3827.0,Schmidt,0.2,ribosomal
407,rplU,Chemostat µ=0.12,3534.0,Schmidt,0.12,ribosomal
408,rplU,stationary_1day,4156.0,Schmidt,-0.01,ribosomal
409,rplU,stationary_3day,3365.0,Schmidt,-0.01,ribosomal
410,rplU,Osmotic-stress glucose,4333.0,Schmidt,0.55,ribosomal
411,rplU,42°C glucose,8180.0,Schmidt,0.66,ribosomal
412,rplU,pH6 glucose,6256.0,Schmidt,0.63,ribosomal
413,rplU,Xylose,8110.0,Schmidt,0.55,ribosomal
414,rplU,Mannose,5335.0,Schmidt,0.47,ribosomal
415,rplU,Galactose,4313.0,Schmidt,0.26,ribosomal
416,rplU,Succinate,6328.0,Schmidt,0.44,ribosomal
417,rplU,Fructose,9538.0,Schmidt,0.65,ribosomal
418,rplV,Glucose,49717.0,Schmidt,0.58,ribosomal
419,rplV,LB,137404.0,Schmidt,1.9,ribosomal
420,rplV,Glycerol + AA,85361.0,Schmidt,1.27,ribosomal
421,rplV,Acetate,18436.0,Schmidt,0.3,ribosomal
422,rplV,Fumarate,29804.0,Schmidt,0.42,ribosomal
423,rplV,Glucosamine,37101.0,Schmidt,0.46,ribosomal
424,rplV,Glycerol,40812.0,Schmidt,0.47,ribosomal
425,rplV,Pyruvate,29108.0,Schmidt,0.4,ribosomal
426,rplV,Chemostat µ=0.5,35822.0,Schmidt,0.5,ribosomal
427,rplV,Chemostat µ=0.35,23088.0,Schmidt,0.35,ribosomal
428,rplV,Chemostat µ=0.20,17301.0,Schmidt,0.2,ribosomal
429,rplV,Chemostat µ=0.12,15806.0,Schmidt,0.12,ribosomal
430,rplV,stationary_1day,14090.0,Schmidt,-0.01,ribosomal
431,rplV,stationary_3day,17484.0,Schmidt,-0.01,ribosomal
432,rplV,Osmotic-stress glucose,37374.0,Schmidt,0.55,ribosomal
433,rplV,42°C glucose,51747.0,Schmidt,0.66,ribosomal
434,rplV,pH6 glucose,44674.0,Schmidt,0.63,ribosomal
435,rplV,Xylose,39652.0,Schmidt,0.55,ribosomal
436,rplV,Mannose,30563.0,Schmidt,0.47,ribosomal
437,rplV,Galactose,19384.0,Schmidt,0.26,ribosomal
438,rplV,Succinate,32937.0,Schmidt,0.44,ribosomal
439,rplV,Fructose,45726.0,Schmidt,0.65,ribosomal
440,rplW,Glucose,1877.0,Schmidt,0.58,ribosomal
441,rplW,LB,4678.0,Schmidt,1.9,ribosomal
442,rplW,Glycerol + AA,3019.0,Schmidt,1.27,ribosomal
443,rplW,Acetate,820.0,Schmidt,0.3,ribosomal
444,rplW,Fumarate,1366.0,Schmidt,0.42,ribosomal
445,rplW,Glucosamine,1480.0,Schmidt,0.46,ribosomal
446,rplW,Glycerol,1749.0,Schmidt,0.47,ribosomal
447,rplW,Pyruvate,1198.0,Schmidt,0.4,ribosomal
448,rplW,Chemostat µ=0.5,1499.0,Schmidt,0.5,ribosomal
449,rplW,Chemostat µ=0.35,1063.0,Schmidt,0.35,ribosomal
450,rplW,Chemostat µ=0.20,915.0,Schmidt,0.2,ribosomal
451,rplW,Chemostat µ=0.12,698.0,Schmidt,0.12,ribosomal
452,rplW,stationary_1day,1092.0,Schmidt,-0.01,ribosomal
453,rplW,stationary_3day,1157.0,Schmidt,-0.01,ribosomal
454,rplW,Osmotic-stress glucose,1582.0,Schmidt,0.55,ribosomal
455,rplW,42°C glucose,2967.0,Schmidt,0.66,ribosomal
456,rplW,pH6 glucose,1859.0,Schmidt,0.63,ribosomal
457,rplW,Xylose,1982.0,Schmidt,0.55,ribosomal
458,rplW,Mannose,1401.0,Schmidt,0.47,ribosomal
459,rplW,Galactose,1042.0,Schmidt,0.26,ribosomal
460,rplW,Succinate,1529.0,Schmidt,0.44,ribosomal
461,rplW,Fructose,2665.0,Schmidt,0.65,ribosomal
462,rplX,Glucose,49826.0,Schmidt,0.58,ribosomal
463,rplX,LB,124761.0,Schmidt,1.9,ribosomal
464,rplX,Glycerol + AA,85603.0,Schmidt,1.27,ribosomal
465,rplX,Acetate,18421.0,Schmidt,0.3,ribosomal
466,rplX,Fumarate,30832.0,Schmidt,0.42,ribosomal
467,rplX,Glucosamine,34179.0,Schmidt,0.46,ribosomal
468,rplX,Glycerol,35995.0,Schmidt,0.47,ribosomal
469,rplX,Pyruvate,28362.0,Schmidt,0.4,ribosomal
470,rplX,Chemostat µ=0.5,30075.0,Schmidt,0.5,ribosomal
471,rplX,Chemostat µ=0.35,19183.0,Schmidt,0.35,ribosomal
472,rplX,Chemostat µ=0.20,15098.0,Schmidt,0.2,ribosomal
473,rplX,Chemostat µ=0.12,11736.0,Schmidt,0.12,ribosomal
474,rplX,stationary_1day,12340.0,Schmidt,-0.01,ribosomal
475,rplX,stationary_3day,17271.0,Schmidt,-0.01,ribosomal
476,rplX,Osmotic-stress glucose,43523.0,Schmidt,0.55,ribosomal
477,rplX,42°C glucose,48141.0,Schmidt,0.66,ribosomal
478,rplX,pH6 glucose,45590.0,Schmidt,0.63,ribosomal
479,rplX,Xylose,43091.0,Schmidt,0.55,ribosomal
480,rplX,Mannose,32022.0,Schmidt,0.47,ribosomal
481,rplX,Galactose,21417.0,Schmidt,0.26,ribosomal
482,rplX,Succinate,34170.0,Schmidt,0.44,ribosomal
483,rplX,Fructose,48202.0,Schmidt,0.65,ribosomal
484,rplY,Glucose,20176.0,Schmidt,0.58,ribosomal
485,rplY,LB,45584.0,Schmidt,1.9,ribosomal
486,rplY,Glycerol + AA,29690.0,Schmidt,1.27,ribosomal
487,rplY,Acetate,9904.0,Schmidt,0.3,ribosomal
488,rplY,Fumarate,12774.0,Schmidt,0.42,ribosomal
489,rplY,Glucosamine,15504.0,Schmidt,0.46,ribosomal
490,rplY,Glycerol,15540.0,Schmidt,0.47,ribosomal
491,rplY,Pyruvate,11375.0,Schmidt,0.4,ribosomal
492,rplY,Chemostat µ=0.5,12683.0,Schmidt,0.5,ribosomal
493,rplY,Chemostat µ=0.35,9500.0,Schmidt,0.35,ribosomal
494,rplY,Chemostat µ=0.20,7645.0,Schmidt,0.2,ribosomal
495,rplY,Chemostat µ=0.12,5945.0,Schmidt,0.12,ribosomal
496,rplY,stationary_1day,9392.0,Schmidt,-0.01,ribosomal
497,rplY,stationary_3day,8781.0,Schmidt,-0.01,ribosomal
498,rplY,Osmotic-stress glucose,20054.0,Schmidt,0.55,ribosomal
499,rplY,42°C glucose,19689.0,Schmidt,0.66,ribosomal
500,rplY,pH6 glucose,21320.0,Schmidt,0.63,ribosomal
501,rplY,Xylose,19323.0,Schmidt,0.55,ribosomal
502,rplY,Mannose,13321.0,Schmidt,0.47,ribosomal
503,rplY,Galactose,8092.0,Schmidt,0.26,ribosomal
504,rplY,Succinate,12510.0,Schmidt,0.44,ribosomal
505,rplY,Fructose,17457.0,Schmidt,0.65,ribosomal
506,rpmA,Glucose,23305.0,Schmidt,0.58,ribosomal
507,rpmA,LB,59704.0,Schmidt,1.9,ribosomal
508,rpmA,Glycerol + AA,41239.0,Schmidt,1.27,ribosomal
509,rpmA,Acetate,9418.0,Schmidt,0.3,ribosomal
510,rpmA,Fumarate,14556.0,Schmidt,0.42,ribosomal
511,rpmA,Glucosamine,15072.0,Schmidt,0.46,ribosomal
512,rpmA,Glycerol,18782.0,Schmidt,0.47,ribosomal
513,rpmA,Pyruvate,12112.0,Schmidt,0.4,ribosomal
514,rpmA,Chemostat µ=0.5,15956.0,Schmidt,0.5,ribosomal
515,rpmA,Chemostat µ=0.35,9200.0,Schmidt,0.35,ribosomal
516,rpmA,Chemostat µ=0.20,7875.0,Schmidt,0.2,ribosomal
517,rpmA,Chemostat µ=0.12,6129.0,Schmidt,0.12,ribosomal
518,rpmA,stationary_1day,9227.0,Schmidt,-0.01,ribosomal
519,rpmA,stationary_3day,8422.0,Schmidt,-0.01,ribosomal
520,rpmA,Osmotic-stress glucose,19294.0,Schmidt,0.55,ribosomal
521,rpmA,42°C glucose,25817.0,Schmidt,0.66,ribosomal
522,rpmA,pH6 glucose,25927.0,Schmidt,0.63,ribosomal
523,rpmA,Xylose,20587.0,Schmidt,0.55,ribosomal
524,rpmA,Mannose,14819.0,Schmidt,0.47,ribosomal
525,rpmA,Galactose,11824.0,Schmidt,0.26,ribosomal
526,rpmA,Succinate,17917.0,Schmidt,0.44,ribosomal
527,rpmA,Fructose,26384.0,Schmidt,0.65,ribosomal
528,rpmB,Glucose,9795.0,Schmidt,0.58,ribosomal
529,rpmB,LB,21000.0,Schmidt,1.9,ribosomal
530,rpmB,Glycerol + AA,13553.0,Schmidt,1.27,ribosomal
531,rpmB,Acetate,4190.0,Schmidt,0.3,ribosomal
532,rpmB,Fumarate,5302.0,Schmidt,0.42,ribosomal
533,rpmB,Glucosamine,7392.0,Schmidt,0.46,ribosomal
534,rpmB,Glycerol,6072.0,Schmidt,0.47,ribosomal
535,rpmB,Pyruvate,5074.0,Schmidt,0.4,ribosomal
536,rpmB,Chemostat µ=0.5,9471.0,Schmidt,0.5,ribosomal
537,rpmB,Chemostat µ=0.35,6518.0,Schmidt,0.35,ribosomal
538,rpmB,Chemostat µ=0.20,4535.0,Schmidt,0.2,ribosomal
539,rpmB,Chemostat µ=0.12,4289.0,Schmidt,0.12,ribosomal
540,rpmB,stationary_1day,3599.0,Schmidt,-0.01,ribosomal
541,rpmB,stationary_3day,1917.0,Schmidt,-0.01,ribosomal
542,rpmB,Osmotic-stress glucose,3685.0,Schmidt,0.55,ribosomal
543,rpmB,42°C glucose,6968.0,Schmidt,0.66,ribosomal
544,rpmB,pH6 glucose,6656.0,Schmidt,0.63,ribosomal
545,rpmB,Xylose,8049.0,Schmidt,0.55,ribosomal
546,rpmB,Mannose,8108.0,Schmidt,0.47,ribosomal
547,rpmB,Galactose,4671.0,Schmidt,0.26,ribosomal
548,rpmB,Succinate,10367.0,Schmidt,0.44,ribosomal
549,rpmB,Fructose,11940.0,Schmidt,0.65,ribosomal
550,rpmC,Glucose,52939.0,Schmidt,0.58,ribosomal
551,rpmC,LB,119802.0,Schmidt,1.9,ribosomal
552,rpmC,Glycerol + AA,90391.0,Schmidt,1.27,ribosomal
553,rpmC,Acetate,24944.0,Schmidt,0.3,ribosomal
554,rpmC,Fumarate,25887.0,Schmidt,0.42,ribosomal
555,rpmC,Glucosamine,37422.0,Schmidt,0.46,ribosomal
556,rpmC,Glycerol,39271.0,Schmidt,0.47,ribosomal
557,rpmC,Pyruvate,31420.0,Schmidt,0.4,ribosomal
558,rpmC,Chemostat µ=0.5,31319.0,Schmidt,0.5,ribosomal
559,rpmC,Chemostat µ=0.35,23715.0,Schmidt,0.35,ribosomal
560,rpmC,Chemostat µ=0.20,16960.0,Schmidt,0.2,ribosomal
561,rpmC,Chemostat µ=0.12,14429.0,Schmidt,0.12,ribosomal
562,rpmC,stationary_1day,24808.0,Schmidt,-0.01,ribosomal
563,rpmC,stationary_3day,23753.0,Schmidt,-0.01,ribosomal
564,rpmC,Osmotic-stress glucose,44300.0,Schmidt,0.55,ribosomal
565,rpmC,42°C glucose,46739.0,Schmidt,0.66,ribosomal
566,rpmC,pH6 glucose,34985.0,Schmidt,0.63,ribosomal
567,rpmC,Xylose,57822.0,Schmidt,0.55,ribosomal
568,rpmC,Mannose,38010.0,Schmidt,0.47,ribosomal
569,rpmC,Galactose,25935.0,Schmidt,0.26,ribosomal
570,rpmC,Succinate,34005.0,Schmidt,0.44,ribosomal
571,rpmC,Fructose,48729.0,Schmidt,0.65,ribosomal
572,rpmD,Glucose,8298.0,Schmidt,0.58,ribosomal
573,rpmD,LB,21048.0,Schmidt,1.9,ribosomal
574,rpmD,Glycerol + AA,13855.0,Schmidt,1.27,ribosomal
575,rpmD,Acetate,3402.0,Schmidt,0.3,ribosomal
576,rpmD,Fumarate,4871.0,Schmidt,0.42,ribosomal
577,rpmD,Glucosamine,5744.0,Schmidt,0.46,ribosomal
578,rpmD,Glycerol,7308.0,Schmidt,0.47,ribosomal
579,rpmD,Pyruvate,4155.0,Schmidt,0.4,ribosomal
580,rpmD,Chemostat µ=0.5,5308.0,Schmidt,0.5,ribosomal
581,rpmD,Chemostat µ=0.35,3215.0,Schmidt,0.35,ribosomal
582,rpmD,Chemostat µ=0.20,2675.0,Schmidt,0.2,ribosomal
583,rpmD,Chemostat µ=0.12,1959.0,Schmidt,0.12,ribosomal
584,rpmD,stationary_1day,3813.0,Schmidt,-0.01,ribosomal
585,rpmD,stationary_3day,3191.0,Schmidt,-0.01,ribosomal
586,rpmD,Osmotic-stress glucose,6200.0,Schmidt,0.55,ribosomal
587,rpmD,42°C glucose,6808.0,Schmidt,0.66,ribosomal
588,rpmD,pH6 glucose,7445.0,Schmidt,0.63,ribosomal
589,rpmD,Xylose,6556.0,Schmidt,0.55,ribosomal
590,rpmD,Mannose,5369.0,Schmidt,0.47,ribosomal
591,rpmD,Galactose,3818.0,Schmidt,0.26,ribosomal
592,rpmD,Succinate,5708.0,Schmidt,0.44,ribosomal
593,rpmD,Fructose,8789.0,Schmidt,0.65,ribosomal
594,rpmE,Glucose,8141.0,Schmidt,0.58,ribosomal
595,rpmE,LB,55159.0,Schmidt,1.9,ribosomal
596,rpmE,Glycerol + AA,35630.0,Schmidt,1.27,ribosomal
597,rpmE,Acetate,5738.0,Schmidt,0.3,ribosomal
598,rpmE,Fumarate,9677.0,Schmidt,0.42,ribosomal
599,rpmE,Glucosamine,14870.0,Schmidt,0.46,ribosomal
600,rpmE,Glycerol,9798.0,Schmidt,0.47,ribosomal
601,rpmE,Pyruvate,7528.0,Schmidt,0.4,ribosomal
602,rpmE,Chemostat µ=0.5,12726.0,Schmidt,0.5,ribosomal
603,rpmE,Chemostat µ=0.35,9459.0,Schmidt,0.35,ribosomal
604,rpmE,Chemostat µ=0.20,7671.0,Schmidt,0.2,ribosomal
605,rpmE,Chemostat µ=0.12,6208.0,Schmidt,0.12,ribosomal
606,rpmE,stationary_1day,12043.0,Schmidt,-0.01,ribosomal
607,rpmE,stationary_3day,10364.0,Schmidt,-0.01,ribosomal
608,rpmE,Osmotic-stress glucose,26358.0,Schmidt,0.55,ribosomal
609,rpmE,42°C glucose,14016.0,Schmidt,0.66,ribosomal
610,rpmE,pH6 glucose,24529.0,Schmidt,0.63,ribosomal
611,rpmE,Xylose,13418.0,Schmidt,0.55,ribosomal
612,rpmE,Mannose,4957.0,Schmidt,0.47,ribosomal
613,rpmE,Galactose,7325.0,Schmidt,0.26,ribosomal
614,rpmE,Succinate,8071.0,Schmidt,0.44,ribosomal
615,rpmE,Fructose,13236.0,Schmidt,0.65,ribosomal
616,rpmF,Glucose,26636.0,Schmidt,0.58,ribosomal
617,rpmF,LB,68790.0,Schmidt,1.9,ribosomal
618,rpmF,Glycerol + AA,46264.0,Schmidt,1.27,ribosomal
619,rpmF,Acetate,11126.0,Schmidt,0.3,ribosomal
620,rpmF,Fumarate,17757.0,Schmidt,0.42,ribosomal
621,rpmF,Glucosamine,19648.0,Schmidt,0.46,ribosomal
622,rpmF,Glycerol,18420.0,Schmidt,0.47,ribosomal
623,rpmF,Pyruvate,13968.0,Schmidt,0.4,ribosomal
624,rpmF,Chemostat µ=0.5,15444.0,Schmidt,0.5,ribosomal
625,rpmF,Chemostat µ=0.35,11062.0,Schmidt,0.35,ribosomal
626,rpmF,Chemostat µ=0.20,9690.0,Schmidt,0.2,ribosomal
627,rpmF,Chemostat µ=0.12,6799.0,Schmidt,0.12,ribosomal
628,rpmF,stationary_1day,12717.0,Schmidt,-0.01,ribosomal
629,rpmF,stationary_3day,11561.0,Schmidt,-0.01,ribosomal
630,rpmF,Osmotic-stress glucose,29231.0,Schmidt,0.55,ribosomal
631,rpmF,42°C glucose,26815.0,Schmidt,0.66,ribosomal
632,rpmF,pH6 glucose,30557.0,Schmidt,0.63,ribosomal
633,rpmF,Xylose,22148.0,Schmidt,0.55,ribosomal
634,rpmF,Mannose,15179.0,Schmidt,0.47,ribosomal
635,rpmF,Galactose,9114.0,Schmidt,0.26,ribosomal
636,rpmF,Succinate,16295.0,Schmidt,0.44,ribosomal
637,rpmF,Fructose,23130.0,Schmidt,0.65,ribosomal
638,rpmG,Glucose,27960.0,Schmidt,0.58,ribosomal
639,rpmG,LB,66457.0,Schmidt,1.9,ribosomal
640,rpmG,Glycerol + AA,44359.0,Schmidt,1.27,ribosomal
641,rpmG,Acetate,10243.0,Schmidt,0.3,ribosomal
642,rpmG,Fumarate,15394.0,Schmidt,0.42,ribosomal
643,rpmG,Glucosamine,18573.0,Schmidt,0.46,ribosomal
644,rpmG,Glycerol,18238.0,Schmidt,0.47,ribosomal
645,rpmG,Pyruvate,13590.0,Schmidt,0.4,ribosomal
646,rpmG,Chemostat µ=0.5,14514.0,Schmidt,0.5,ribosomal
647,rpmG,Chemostat µ=0.35,10496.0,Schmidt,0.35,ribosomal
648,rpmG,Chemostat µ=0.20,7894.0,Schmidt,0.2,ribosomal
649,rpmG,Chemostat µ=0.12,6106.0,Schmidt,0.12,ribosomal
650,rpmG,stationary_1day,13596.0,Schmidt,-0.01,ribosomal
651,rpmG,stationary_3day,12037.0,Schmidt,-0.01,ribosomal
652,rpmG,Osmotic-stress glucose,28079.0,Schmidt,0.55,ribosomal
653,rpmG,42°C glucose,28116.0,Schmidt,0.66,ribosomal
654,rpmG,pH6 glucose,24767.0,Schmidt,0.63,ribosomal
655,rpmG,Xylose,21835.0,Schmidt,0.55,ribosomal
656,rpmG,Mannose,16087.0,Schmidt,0.47,ribosomal
657,rpmG,Galactose,10755.0,Schmidt,0.26,ribosomal
658,rpmG,Succinate,15398.0,Schmidt,0.44,ribosomal
659,rpmG,Fructose,23141.0,Schmidt,0.65,ribosomal
660,rpmH,Glucose,14566.0,Schmidt,0.58,ribosomal
661,rpmH,LB,34664.0,Schmidt,1.9,ribosomal
662,rpmH,Glycerol + AA,24717.0,Schmidt,1.27,ribosomal
663,rpmH,Acetate,5055.0,Schmidt,0.3,ribosomal
664,rpmH,Fumarate,8509.0,Schmidt,0.42,ribosomal
665,rpmH,Glucosamine,9281.0,Schmidt,0.46,ribosomal
666,rpmH,Glycerol,9253.0,Schmidt,0.47,ribosomal
667,rpmH,Pyruvate,7767.0,Schmidt,0.4,ribosomal
668,rpmH,Chemostat µ=0.5,9819.0,Schmidt,0.5,ribosomal
669,rpmH,Chemostat µ=0.35,6853.0,Schmidt,0.35,ribosomal
670,rpmH,Chemostat µ=0.20,5216.0,Schmidt,0.2,ribosomal
671,rpmH,Chemostat µ=0.12,4802.0,Schmidt,0.12,ribosomal
672,rpmH,stationary_1day,4234.0,Schmidt,-0.01,ribosomal
673,rpmH,stationary_3day,5731.0,Schmidt,-0.01,ribosomal
674,rpmH,Osmotic-stress glucose,12598.0,Schmidt,0.55,ribosomal
675,rpmH,42°C glucose,16760.0,Schmidt,0.66,ribosomal
676,rpmH,pH6 glucose,13839.0,Schmidt,0.63,ribosomal
677,rpmH,Xylose,10309.0,Schmidt,0.55,ribosomal
678,rpmH,Mannose,9562.0,Schmidt,0.47,ribosomal
679,rpmH,Galactose,6040.0,Schmidt,0.26,ribosomal
680,rpmH,Succinate,10116.0,Schmidt,0.44,ribosomal
681,rpmH,Fructose,13964.0,Schmidt,0.65,ribosomal
682,rpmI,Glucose,86.0,Schmidt,0.58,ribosomal
683,rpmI,LB,113.0,Schmidt,1.9,ribosomal
684,rpmI,Glycerol + AA,82.0,Schmidt,1.27,ribosomal
685,rpmI,Acetate,47.0,Schmidt,0.3,ribosomal
686,rpmI,Fumarate,106.0,Schmidt,0.42,ribosomal
687,rpmI,Glucosamine,82.0,Schmidt,0.46,ribosomal
688,rpmI,Glycerol,144.0,Schmidt,0.47,ribosomal
689,rpmI,Pyruvate,99.0,Schmidt,0.4,ribosomal
690,rpmI,Chemostat µ=0.5,102.0,Schmidt,0.5,ribosomal
691,rpmI,Chemostat µ=0.35,66.0,Schmidt,0.35,ribosomal
692,rpmI,Chemostat µ=0.20,52.0,Schmidt,0.2,ribosomal
693,rpmI,Chemostat µ=0.12,42.0,Schmidt,0.12,ribosomal
694,rpmI,stationary_1day,131.0,Schmidt,-0.01,ribosomal
695,rpmI,stationary_3day,108.0,Schmidt,-0.01,ribosomal
696,rpmI,Osmotic-stress glucose,142.0,Schmidt,0.55,ribosomal
697,rpmI,42°C glucose,177.0,Schmidt,0.66,ribosomal
698,rpmI,pH6 glucose,184.0,Schmidt,0.63,ribosomal
699,rpmI,Xylose,136.0,Schmidt,0.55,ribosomal
700,rpmI,Mannose,131.0,Schmidt,0.47,ribosomal
701,rpmI,Galactose,92.0,Schmidt,0.26,ribosomal
702,rpmI,Succinate,178.0,Schmidt,0.44,ribosomal
703,rpmI,Fructose,264.0,Schmidt,0.65,ribosomal
704,rpmJ,Glucose,151.0,Schmidt,0.58,ribosomal
705,rpmJ,LB,13630.0,Schmidt,1.9,ribosomal
706,rpmJ,Glycerol + AA,7927.0,Schmidt,1.27,ribosomal
707,rpmJ,Acetate,895.0,Schmidt,0.3,ribosomal
708,rpmJ,Fumarate,1351.0,Schmidt,0.42,ribosomal
709,rpmJ,Glucosamine,3105.0,Schmidt,0.46,ribosomal
710,rpmJ,Glycerol,1352.0,Schmidt,0.47,ribosomal
711,rpmJ,Pyruvate,681.0,Schmidt,0.4,ribosomal
712,rpmJ,Chemostat µ=0.5,3450.0,Schmidt,0.5,ribosomal
713,rpmJ,Chemostat µ=0.35,2062.0,Schmidt,0.35,ribosomal
714,rpmJ,Chemostat µ=0.20,1812.0,Schmidt,0.2,ribosomal
715,rpmJ,Chemostat µ=0.12,1554.0,Schmidt,0.12,ribosomal
716,rpmJ,stationary_1day,3644.0,Schmidt,-0.01,ribosomal
717,rpmJ,stationary_3day,2286.0,Schmidt,-0.01,ribosomal
718,rpmJ,Osmotic-stress glucose,6033.0,Schmidt,0.55,ribosomal
719,rpmJ,42°C glucose,1318.0,Schmidt,0.66,ribosomal
720,rpmJ,pH6 glucose,4748.0,Schmidt,0.63,ribosomal
721,rpmJ,Xylose,2135.0,Schmidt,0.55,ribosomal
722,rpmJ,Mannose,251.0,Schmidt,0.47,ribosomal
723,rpmJ,Galactose,1612.0,Schmidt,0.26,ribosomal
724,rpmJ,Succinate,758.0,Schmidt,0.44,ribosomal
725,rpmJ,Fructose,1365.0,Schmidt,0.65,ribosomal
726,rpsA,Glucose,23797.0,Schmidt,0.58,ribosomal
727,rpsA,LB,64900.0,Schmidt,1.9,ribosomal
728,rpsA,Glycerol + AA,33541.0,Schmidt,1.27,ribosomal
729,rpsA,Acetate,10729.0,Schmidt,0.3,ribosomal
730,rpsA,Fumarate,16986.0,Schmidt,0.42,ribosomal
731,rpsA,Glucosamine,16209.0,Schmidt,0.46,ribosomal
732,rpsA,Glycerol,20402.0,Schmidt,0.47,ribosomal
733,rpsA,Pyruvate,14453.0,Schmidt,0.4,ribosomal
734,rpsA,Chemostat µ=0.5,18244.0,Schmidt,0.5,ribosomal
735,rpsA,Chemostat µ=0.35,12112.0,Schmidt,0.35,ribosomal
736,rpsA,Chemostat µ=0.20,9970.0,Schmidt,0.2,ribosomal
737,rpsA,Chemostat µ=0.12,8662.0,Schmidt,0.12,ribosomal
738,rpsA,stationary_1day,8912.0,Schmidt,-0.01,ribosomal
739,rpsA,stationary_3day,8261.0,Schmidt,-0.01,ribosomal
740,rpsA,Osmotic-stress glucose,15327.0,Schmidt,0.55,ribosomal
741,rpsA,42°C glucose,24274.0,Schmidt,0.66,ribosomal
742,rpsA,pH6 glucose,17616.0,Schmidt,0.63,ribosomal
743,rpsA,Xylose,20320.0,Schmidt,0.55,ribosomal
744,rpsA,Mannose,17384.0,Schmidt,0.47,ribosomal
745,rpsA,Galactose,11286.0,Schmidt,0.26,ribosomal
746,rpsA,Succinate,17888.0,Schmidt,0.44,ribosomal
747,rpsA,Fructose,25304.0,Schmidt,0.65,ribosomal
748,rpsB,Glucose,29156.0,Schmidt,0.58,ribosomal
749,rpsB,LB,71379.0,Schmidt,1.9,ribosomal
750,rpsB,Glycerol + AA,43644.0,Schmidt,1.27,ribosomal
751,rpsB,Acetate,13074.0,Schmidt,0.3,ribosomal
752,rpsB,Fumarate,19635.0,Schmidt,0.42,ribosomal
753,rpsB,Glucosamine,17981.0,Schmidt,0.46,ribosomal
754,rpsB,Glycerol,23668.0,Schmidt,0.47,ribosomal
755,rpsB,Pyruvate,16559.0,Schmidt,0.4,ribosomal
756,rpsB,Chemostat µ=0.5,20848.0,Schmidt,0.5,ribosomal
757,rpsB,Chemostat µ=0.35,13735.0,Schmidt,0.35,ribosomal
758,rpsB,Chemostat µ=0.20,10701.0,Schmidt,0.2,ribosomal
759,rpsB,Chemostat µ=0.12,8874.0,Schmidt,0.12,ribosomal
760,rpsB,stationary_1day,11087.0,Schmidt,-0.01,ribosomal
761,rpsB,stationary_3day,12600.0,Schmidt,-0.01,ribosomal
762,rpsB,Osmotic-stress glucose,26507.0,Schmidt,0.55,ribosomal
763,rpsB,42°C glucose,28549.0,Schmidt,0.66,ribosomal
764,rpsB,pH6 glucose,24586.0,Schmidt,0.63,ribosomal
765,rpsB,Xylose,31041.0,Schmidt,0.55,ribosomal
766,rpsB,Mannose,23900.0,Schmidt,0.47,ribosomal
767,rpsB,Galactose,16697.0,Schmidt,0.26,ribosomal
768,rpsB,Succinate,24909.0,Schmidt,0.44,ribosomal
769,rpsB,Fructose,36854.0,Schmidt,0.65,ribosomal
770,rpsC,Glucose,15952.0,Schmidt,0.58,ribosomal
771,rpsC,LB,46854.0,Schmidt,1.9,ribosomal
772,rpsC,Glycerol + AA,33770.0,Schmidt,1.27,ribosomal
773,rpsC,Acetate,7222.0,Schmidt,0.3,ribosomal
774,rpsC,Fumarate,11330.0,Schmidt,0.42,ribosomal
775,rpsC,Glucosamine,15673.0,Schmidt,0.46,ribosomal
776,rpsC,Glycerol,13263.0,Schmidt,0.47,ribosomal
777,rpsC,Pyruvate,12018.0,Schmidt,0.4,ribosomal
778,rpsC,Chemostat µ=0.5,20466.0,Schmidt,0.5,ribosomal
779,rpsC,Chemostat µ=0.35,13375.0,Schmidt,0.35,ribosomal
780,rpsC,Chemostat µ=0.20,10522.0,Schmidt,0.2,ribosomal
781,rpsC,Chemostat µ=0.12,8754.0,Schmidt,0.12,ribosomal
782,rpsC,stationary_1day,8495.0,Schmidt,-0.01,ribosomal
783,rpsC,stationary_3day,8336.0,Schmidt,-0.01,ribosomal
784,rpsC,Osmotic-stress glucose,10497.0,Schmidt,0.55,ribosomal
785,rpsC,42°C glucose,20333.0,Schmidt,0.66,ribosomal
786,rpsC,pH6 glucose,13781.0,Schmidt,0.63,ribosomal
787,rpsC,Xylose,17545.0,Schmidt,0.55,ribosomal
788,rpsC,Mannose,13133.0,Schmidt,0.47,ribosomal
789,rpsC,Galactose,7082.0,Schmidt,0.26,ribosomal
790,rpsC,Succinate,13501.0,Schmidt,0.44,ribosomal
791,rpsC,Fructose,23409.0,Schmidt,0.65,ribosomal
792,rpsD,Glucose,13608.0,Schmidt,0.58,ribosomal
793,rpsD,LB,35055.0,Schmidt,1.9,ribosomal
794,rpsD,Glycerol + AA,21596.0,Schmidt,1.27,ribosomal
795,rpsD,Acetate,6650.0,Schmidt,0.3,ribosomal
796,rpsD,Fumarate,10358.0,Schmidt,0.42,ribosomal
797,rpsD,Glucosamine,12616.0,Schmidt,0.46,ribosomal
798,rpsD,Glycerol,13327.0,Schmidt,0.47,ribosomal
799,rpsD,Pyruvate,10328.0,Schmidt,0.4,ribosomal
