uniprot,desc,gene,cog_class_letter,cog_desc,cog_class
P76290,tRNA (cmo5U34)-methyltransferase OS=Escherichia coli (strain K12) GN=cmoA PE=1 SV=1,cmoA,H,Coenzyme transport and metabolism,Metabolism
P76291,tRNA (mo5U34)-methyltransferase OS=Escherichia coli (strain K12) GN=cmoB PE=3 SV=1,cmoB,H,Coenzyme transport and metabolism,Metabolism
P64467,OriC-binding nucleoid-associated protein OS=Escherichia coli (strain K12) GN=cnu PE=1 SV=1,cnu,Not Assigned,Not Assigned,Not Assigned
P0A6I3,Pantothenate kinase OS=Escherichia coli (strain K12) GN=coaA PE=1 SV=1,coaA,H,Coenzyme transport and metabolism,Metabolism
P0ABQ0,Coenzyme A biosynthesis bifunctional protein CoaBC OS=Escherichia coli (strain K12) GN=coaBC PE=1 SV=2,coaB,Not Assigned,Not Assigned,Not Assigned
P0A6I6,Phosphopantetheine adenylyltransferase OS=Escherichia coli (strain K12) GN=coaD PE=1 SV=1,coaD,H,Coenzyme transport and metabolism,Metabolism
P0A6I9,Dephospho-CoA kinase OS=Escherichia coli (strain K12) GN=coaE PE=1 SV=1,coaE,H,Coenzyme transport and metabolism,Metabolism
P75960,NAD-dependent deacetylase OS=Escherichia coli (strain K12) GN=cobB PE=1 SV=2,cobB,K,Transcription,Information Storage and Processing
P36562,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=cobT PE=3 SV=3,cobT,H,Coenzyme transport and metabolism,Metabolism
P25524,Cytosine deaminase OS=Escherichia coli (strain K12) GN=codA PE=1 SV=3,codA,FR,Nucleotide transport and metabolism,Metabolism
P0AA82,Cytosine permease OS=Escherichia coli (strain K12) GN=codB PE=1 SV=1,codB,F,Nucleotide transport and metabolism,Metabolism
P75974,Putative lambdoid prophage e14 repressor protein C2 OS=Escherichia coli (strain K12) GN=ymfK PE=4 SV=1,cohE,KT,Transcription,Information Storage and Processing
P75952,Uncharacterized HTH-type transcriptional regulator ycfQ OS=Escherichia coli (strain K12) GN=ycfQ PE=4 SV=2,comR,K,Transcription,Information Storage and Processing
Q59385,Copper-exporting P-type ATPase A OS=Escherichia coli (strain K12) GN=copA PE=1 SV=4,copA,P,Inorganic ion transport and metabolism,Metabolism
P0ABI4,Magnesium transport protein CorA OS=Escherichia coli (strain K12) GN=corA PE=1 SV=1,corA,P,Inorganic ion transport and metabolism,Metabolism
P0AE78,Magnesium and cobalt efflux protein CorC OS=Escherichia coli (strain K12) GN=corC PE=3 SV=1,corC,Not Assigned,Not Assigned,Not Assigned
P0AEW4,Protein icc OS=Escherichia coli (strain K12) GN=icc PE=4 SV=1,cpdA,R,General function prediction only,Poorly Characterized
P08331,"2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase OS=Escherichia coli (strain K12) GN=cpdB PE=1 SV=2",cpdB,F,Nucleotide transport and metabolism,Metabolism
P0AE82,Sensor protein CpxA OS=Escherichia coli (strain K12) GN=cpxA PE=1 SV=1,cpxA,T,Signal transduction mechanisms,Cellular Processes and Signaling
P0AE85,Periplasmic protein CpxP OS=Escherichia coli (strain K12) GN=cpxP PE=1 SV=1,cpxP,UNTP,"Intracellular trafficking, secretion, and vesicular transport",Cellular Processes and Signaling
P0AE88,Transcriptional regulatory protein CpxR OS=Escherichia coli (strain K12) GN=cpxR PE=1 SV=1,cpxR,TK,Signal transduction mechanisms,Cellular Processes and Signaling
P0ACP1,Fructose repressor OS=Escherichia coli (strain K12) GN=fruR PE=1 SV=1,cra,K,Transcription,Information Storage and Processing
P0AE91,Protein CreA OS=Escherichia coli (strain K12) GN=creA PE=4 SV=1,creA,S,Function unknown,Poorly Characterized
P08368,Transcriptional regulatory protein CreB OS=Escherichia coli (strain K12) GN=creB PE=3 SV=1,creB,TK,Signal transduction mechanisms,Cellular Processes and Signaling
P24251,Sigma factor-binding protein crl OS=Escherichia coli (strain K12) GN=crl PE=1 SV=5,crl,Not Assigned,Not Assigned,Not Assigned
P0ACJ8,Catabolite gene activator OS=Escherichia coli (strain K12) GN=crp PE=1 SV=1,crp,T,Signal transduction mechanisms,Cellular Processes and Signaling
P69783,Glucose-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=crr PE=1 SV=2,crr,G,Carbohydrate transport and metabolism,Metabolism
Q46925,Cysteine sulfinate desulfinase OS=Escherichia coli (strain K12) GN=csdA PE=1 SV=1,csdA,E,Amino acid transport and metabolism,Metabolism
P0AGF2,Uncharacterized sufE-like protein ygdK OS=Escherichia coli (strain K12) GN=ygdK PE=1 SV=1,csdE,R,General function prediction only,Poorly Characterized
P76621,Protein CsiD OS=Escherichia coli (strain K12) GN=csiD PE=1 SV=2,csiD,Not Assigned,Not Assigned,Not Assigned
P0A9X9,Cold shock protein CspA OS=Escherichia coli (strain K12) GN=cspA PE=1 SV=2,cspA,K,Transcription,Information Storage and Processing
P0A9Y6,Cold shock-like protein CspC OS=Escherichia coli (strain K12) GN=cspC PE=1 SV=2,cspC,K,Transcription,Information Storage and Processing
P0A968,Cold shock-like protein CspD OS=Escherichia coli (strain K12) GN=cspD PE=1 SV=1,cspD,K,Transcription,Information Storage and Processing
P0A972,Cold shock-like protein CspE OS=Escherichia coli (strain K12) GN=cspE PE=1 SV=2,cspE,K,Transcription,Information Storage and Processing
P69913,Carbon storage regulator OS=Escherichia coli (strain K12) GN=csrA PE=1 SV=1,csrA,T,Signal transduction mechanisms,Cellular Processes and Signaling
P15078,Carbon starvation protein A OS=Escherichia coli (strain K12) GN=cstA PE=1 SV=3,cstA,T,Signal transduction mechanisms,Cellular Processes and Signaling
P36649,Blue copper oxidase CueO OS=Escherichia coli (strain K12) GN=cueO PE=1 SV=2,cueO,Q,"Secondary metabolites biosynthesis, transport and catabolism",Metabolism
P0A9G4,HTH-type transcriptional regulator CueR OS=Escherichia coli (strain K12) GN=cueR PE=1 SV=1,cueR,K,Transcription,Information Storage and Processing
P76113,Putative NADP-dependent oxidoreductase yncB OS=Escherichia coli (strain K12) GN=yncB PE=3 SV=3,curA,R,General function prediction only,Poorly Characterized
P38054,Cation efflux system protein CusA OS=Escherichia coli (strain K12) GN=cusA PE=1 SV=2,cusA,P,Inorganic ion transport and metabolism,Metabolism
P77239,Cation efflux system protein CusB OS=Escherichia coli (strain K12) GN=cusB PE=1 SV=1,cusB,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P77211,Cation efflux system protein CusC OS=Escherichia coli (strain K12) GN=cusC PE=1 SV=1,cusC,MU,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P77214,Cation efflux system protein CusF OS=Escherichia coli (strain K12) GN=cusF PE=1 SV=1,cusF,S,Function unknown,Poorly Characterized
P0ACZ8,Transcriptional regulatory protein CusR OS=Escherichia coli (strain K12) GN=cusR PE=1 SV=1,cusR,TK,Signal transduction mechanisms,Cellular Processes and Signaling
P77485,Sensor kinase CusS OS=Escherichia coli (strain K12) GN=cusS PE=1 SV=1,cusS,T,Signal transduction mechanisms,Cellular Processes and Signaling
P69488,Divalent-cation tolerance protein CutA OS=Escherichia coli (strain K12) GN=cutA PE=1 SV=1,cutA,P,Inorganic ion transport and metabolism,Metabolism
P67826,Copper homeostasis protein CutC OS=Escherichia coli (strain K12) GN=cutC PE=3 SV=1,cutC,P,Inorganic ion transport and metabolism,Metabolism
P08550,Colicin V production protein OS=Escherichia coli (strain K12) GN=cvpA PE=1 SV=1,cvpA,R,General function prediction only,Poorly Characterized
P76007,Cell volume regulation protein A OS=Escherichia coli (strain K12) GN=cvrA PE=3 SV=2,cvrA,P,Inorganic ion transport and metabolism,Metabolism
P00936,Adenylate cyclase OS=Escherichia coli (strain K12) GN=cyaA PE=3 SV=5,cyaA,F,Nucleotide transport and metabolism,Metabolism
P27838,Protein CyaY OS=Escherichia coli (strain K12) GN=cyaY PE=1 SV=1,cyaY,P,Inorganic ion transport and metabolism,Metabolism
P0AAE0,D-serine/D-alanine/glycine transporter OS=Escherichia coli (strain K12) GN=cycA PE=1 SV=1,cycA,E,Amino acid transport and metabolism,Metabolism
P0ABJ9,Cytochrome d ubiquinol oxidase subunit 1 OS=Escherichia coli (strain K12) GN=cydA PE=1 SV=1,cydA,C,Energy production and conversion,Metabolism
P0ABK2,Cytochrome d ubiquinol oxidase subunit 2 OS=Escherichia coli (strain K12) GN=cydB PE=1 SV=1,cydB,C,Energy production and conversion,Metabolism
P23886,ATP-binding/permease protein CydC OS=Escherichia coli (strain K12) GN=cydC PE=3 SV=2,cydC,CO,Energy production and conversion,Metabolism
P29018,ATP-binding/permease protein CydD OS=Escherichia coli (strain K12) GN=cydD PE=1 SV=3,cydD,CO,Energy production and conversion,Metabolism
P0ABJ1,Ubiquinol oxidase subunit 2 OS=Escherichia coli (strain K12) GN=cyoA PE=1 SV=1,cyoA,C,Energy production and conversion,Metabolism
P0ABI8,Ubiquinol oxidase subunit 1 OS=Escherichia coli (strain K12) GN=cyoB PE=1 SV=1,cyoB,C,Energy production and conversion,Metabolism
P0ABJ3,Cytochrome o ubiquinol oxidase subunit 3 OS=Escherichia coli (strain K12) GN=cyoC PE=1 SV=1,cyoC,C,Energy production and conversion,Metabolism
P0ABJ6,Cytochrome o ubiquinol oxidase protein CyoD OS=Escherichia coli (strain K12) GN=cyoD PE=1 SV=1,cyoD,C,Energy production and conversion,Metabolism
P16676,Sulfate/thiosulfate import ATP-binding protein CysA OS=Escherichia coli (strain K12) GN=cysA PE=3 SV=2,cysA,P,Inorganic ion transport and metabolism,Metabolism
P0A9F3,HTH-type transcriptional regulator CysB OS=Escherichia coli (strain K12) GN=cysB PE=3 SV=1,cysB,K,Transcription,Information Storage and Processing
P0A6J1,Adenylyl-sulfate kinase OS=Escherichia coli (strain K12) GN=cysC PE=1 SV=2,cysC,P,Inorganic ion transport and metabolism,Metabolism
P21156,Sulfate adenylyltransferase subunit 2 OS=Escherichia coli (strain K12) GN=cysD PE=1 SV=3,cysD,EH,Amino acid transport and metabolism,Metabolism
P0A9D4,Serine acetyltransferase OS=Escherichia coli (strain K12) GN=cysE PE=1 SV=1,cysE,E,Amino acid transport and metabolism,Metabolism
P0AEA8,Siroheme synthase OS=Escherichia coli (strain K12) GN=cysG PE=1 SV=1,cysG,H,Coenzyme transport and metabolism,Metabolism
P17854,Phosphoadenosine phosphosulfate reductase OS=Escherichia coli (strain K12) GN=cysH PE=1 SV=3,cysH,EH,Amino acid transport and metabolism,Metabolism
P17846,Sulfite reductase [NADPH] hemoprotein beta-component OS=Escherichia coli (strain K12) GN=cysI PE=1 SV=4,cysI,P,Inorganic ion transport and metabolism,Metabolism
P38038,Sulfite reductase [NADPH] flavoprotein alpha-component OS=Escherichia coli (strain K12) GN=cysJ PE=1 SV=4,cysJ,P,Inorganic ion transport and metabolism,Metabolism
P0ABK5,Cysteine synthase A OS=Escherichia coli (strain K12) GN=cysK PE=1 SV=2,cysK,E,Amino acid transport and metabolism,Metabolism
P16703,Cysteine synthase B OS=Escherichia coli (strain K12) GN=cysM PE=1 SV=1,cysM,E,Amino acid transport and metabolism,Metabolism
P23845,Sulfate adenylyltransferase subunit 1 OS=Escherichia coli (strain K12) GN=cysN PE=1 SV=1,cysN,P,Inorganic ion transport and metabolism,Metabolism
P16700,Thiosulfate-binding protein OS=Escherichia coli (strain K12) GN=cysP PE=1 SV=1,cysP,P,Inorganic ion transport and metabolism,Metabolism
P22255,"3'(2'),5'-bisphosphate nucleotidase CysQ OS=Escherichia coli (strain K12) GN=cysQ PE=1 SV=2",cysQ,P,Inorganic ion transport and metabolism,Metabolism
P21888,Cysteinyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=cysS PE=1 SV=2,cysS,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P16701,Sulfate transport system permease protein CysT OS=Escherichia coli (strain K12) GN=cysU PE=3 SV=1,cysU,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0AEB0,Sulfate transport system permease protein CysW OS=Escherichia coli (strain K12) GN=cysW PE=1 SV=1,cysW,P,Inorganic ion transport and metabolism,Metabolism
P0ACN7,HTH-type transcriptional repressor CytR OS=Escherichia coli (strain K12) GN=cytR PE=1 SV=1,cytR,K,Transcription,Information Storage and Processing
P0AEB2,D-alanyl-D-alanine carboxypeptidase dacA OS=Escherichia coli (strain K12) GN=dacA PE=1 SV=1,dacA,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P24228,D-alanyl-D-alanine carboxypeptidase dacB OS=Escherichia coli (strain K12) GN=dacB PE=1 SV=2,dacB,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P08506,D-alanyl-D-alanine carboxypeptidase dacC OS=Escherichia coli (strain K12) GN=dacC PE=1 SV=2,dacC,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P0A6J5,D-amino acid dehydrogenase small subunit OS=Escherichia coli (strain K12) GN=dadA PE=2 SV=1,dadA,E,Amino acid transport and metabolism,Metabolism
P29012,"Alanine racemase, catabolic OS=Escherichia coli (strain K12) GN=dadX PE=2 SV=2",dadX,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P11557,Protein damX OS=Escherichia coli (strain K12) GN=damX PE=1 SV=2,damX,S,Function unknown,Poorly Characterized
P0A6L2,Dihydrodipicolinate synthase OS=Escherichia coli (strain K12) GN=dapA PE=1 SV=1,dapA,EM,Amino acid transport and metabolism,Metabolism
P04036,Dihydrodipicolinate reductase OS=Escherichia coli (strain K12) GN=dapB PE=1 SV=1,dapB,E,Amino acid transport and metabolism,Metabolism
P0A9D8,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Escherichia coli (strain K12) GN=dapD PE=1 SV=1",dapD,E,Amino acid transport and metabolism,Metabolism
P0AED7,Succinyl-diaminopimelate desuccinylase OS=Escherichia coli (strain K12) GN=dapE PE=1 SV=1,dapE,E,Amino acid transport and metabolism,Metabolism
P28248,Deoxycytidine triphosphate deaminase OS=Escherichia coli (strain K12) GN=dcd PE=1 SV=1,dcd,F,Nucleotide transport and metabolism,Metabolism
P0AED9,DNA-cytosine methyltransferase OS=Escherichia coli (strain K12) GN=dcm PE=1 SV=1,dcm,L,"Replication, recombination and repair",Information Storage and Processing
P24171,Peptidyl-dipeptidase dcp OS=Escherichia coli (strain K12) GN=dcp PE=1 SV=4,dcp,E,Amino acid transport and metabolism,Metabolism
P0AEE1,Protein dcrB OS=Escherichia coli (strain K12) GN=dcrB PE=1 SV=1,dcrB,Not Assigned,Not Assigned,Not Assigned
P0A830,Aerobic C4-dicarboxylate transport protein OS=Escherichia coli (strain K12) GN=dctA PE=1 SV=1,dctA,C,Energy production and conversion,Metabolism
P0ABN5,Anaerobic C4-dicarboxylate transporter dcuA OS=Escherichia coli (strain K12) GN=dcuA PE=1 SV=1,dcuA,R,General function prediction only,Poorly Characterized
P0AD01,Transcriptional regulatory protein dcuR OS=Escherichia coli (strain K12) GN=dcuR PE=1 SV=1,dcuR,KT,Transcription,Information Storage and Processing
P76316,D-cysteine desulfhydrase OS=Escherichia coli (strain K12) GN=dcyD PE=1 SV=4,dcyD,E,Amino acid transport and metabolism,Metabolism
P0A6J8,D-alanine--D-alanine ligase A OS=Escherichia coli (strain K12) GN=ddlA PE=3 SV=1,ddlA,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P07862,D-alanine--D-alanine ligase B OS=Escherichia coli (strain K12) GN=ddlB PE=1 SV=3,ddlB,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P76128,"Probable D,D-dipeptide-binding periplasmic protein ddpA OS=Escherichia coli (strain K12) GN=ddpA PE=2 SV=1",ddpA,E,Amino acid transport and metabolism,Metabolism
P0A9P6,Cold-shock DEAD box protein A OS=Escherichia coli (strain K12) GN=deaD PE=1 SV=2,deaD,LKJ,"Replication, recombination and repair",Information Storage and Processing
P09549,Protein dedD OS=Escherichia coli (strain K12) GN=dedD PE=4 SV=2,dedD,S,Function unknown,Poorly Characterized
P0A6K3,Peptide deformylase OS=Escherichia coli (strain K12) GN=def PE=1 SV=2,def,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P0C0V0,Protease do OS=Escherichia coli (strain K12) GN=degP PE=1 SV=1,degP,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P39099,Protease degQ OS=Escherichia coli (strain K12) GN=degQ PE=1 SV=1,degQ,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0AEE3,Protease degS OS=Escherichia coli (strain K12) GN=degS PE=1 SV=1,degS,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P07650,Thymidine phosphorylase OS=Escherichia coli (strain K12) GN=deoA PE=1 SV=3,deoA,F,Nucleotide transport and metabolism,Metabolism
P0A6K6,Phosphopentomutase OS=Escherichia coli (strain K12) GN=deoB PE=1 SV=1,deoB,G,Carbohydrate transport and metabolism,Metabolism
P0A6L0,Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) GN=deoC PE=1 SV=1,deoC,F,Nucleotide transport and metabolism,Metabolism
P0ABP8,Purine nucleoside phosphorylase deoD-type OS=Escherichia coli (strain K12) GN=deoD PE=1 SV=2,deoD,F,Nucleotide transport and metabolism,Metabolism
P0ACK5,Deoxyribose operon repressor OS=Escherichia coli (strain K12) GN=deoR PE=1 SV=1,deoR,KG,Transcription,Information Storage and Processing
P0A6P5,GTPase Der OS=Escherichia coli (strain K12) GN=der PE=1 SV=1,der,R,General function prediction only,Poorly Characterized
Q6BF16,2-dehydro-3-deoxy-6-phosphogalactonate aldolase OS=Escherichia coli (strain K12) GN=dgoA PE=1 SV=1,dgoA,G,Carbohydrate transport and metabolism,Metabolism
Q6BF17,D-galactonate dehydratase OS=Escherichia coli (strain K12) GN=dgoD PE=1 SV=1,dgoD,MR,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P31460,Galactonate operon transcriptional repressor OS=Escherichia coli (strain K12) GN=dgoR PE=4 SV=4,dgoR,K,Transcription,Information Storage and Processing
P15723,Deoxyguanosinetriphosphate triphosphohydrolase OS=Escherichia coli (strain K12) GN=dgt PE=1 SV=4,dgt,F,Nucleotide transport and metabolism,Metabolism
P76015,"PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit dhaK OS=Escherichia coli (strain K12) GN=dhaK PE=1 SV=2",dhaK,G,Carbohydrate transport and metabolism,Metabolism
P76014,"PTS-dependent dihydroxyacetone kinase, ADP-binding subunit dhaL OS=Escherichia coli (strain K12) GN=dhaL PE=1 SV=3",dhaL,G,Carbohydrate transport and metabolism,Metabolism
P37349,"PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit dhaM OS=Escherichia coli (strain K12) GN=dhaM PE=1 SV=3",dhaM,G,Carbohydrate transport and metabolism,Metabolism
P66817,DnaA initiator-associating protein diaA OS=Escherichia coli (strain K12) GN=diaA PE=1 SV=1,diaA,G,Carbohydrate transport and metabolism,Metabolism
