Entry	Status	Protein names	Gene names	Cofactor	Entry name	Gene ontology IDs	Gene ontology (GO)	Gene ontology (biological process)	Mass	Metal binding	Keyword ID	searches
P00561	reviewed	Bifunctional aspartokinase/homoserine dehydrogenase 1 (Aspartokinase I/homoserine dehydrogenase I) (AKI-HDI) [Includes: Aspartokinase (EC 2.7.2.4); Homoserine dehydrogenase (EC 1.1.1.3)]	thrA thrA1 thrA2 b0002 JW0001		AK1H_ECOLI	GO:0004072; GO:0004412; GO:0005524; GO:0009088; GO:0009089; GO:0009090; GO:0050661	aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]; homoserine dehydrogenase activity [GO:0004412]; NADP binding [GO:0050661]; homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]	homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]	89,120		KW-0002; KW-0021; KW-0028; KW-0067; KW-0418; KW-0511; KW-0521; KW-0547; KW-0560; KW-0677; KW-0791; KW-0808; KW-0903; KW-1185	P00561
P0AFG3	reviewed	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase)	sucA b0726 JW0715	COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000305|PubMed:17367808}; 	ODO1_ECOLI	GO:0000166; GO:0000287; GO:0004591; GO:0005829; GO:0006099; GO:0030976; GO:0042802; GO:0045252	cytosol [GO:0005829]; oxoglutarate dehydrogenase complex [GO:0045252]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]; tricarboxylic acid cycle [GO:0006099]	tricarboxylic acid cycle [GO:0006099]	105,062		KW-0002; KW-0547; KW-0560; KW-0597; KW-0786; KW-0816; KW-1185	P0AFG3
P00956	reviewed	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS ilvS b0026 JW0024	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105;  Note=Binds 1 zinc ion per subunit.;	SYI_ECOLI	GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0005829; GO:0006428; GO:0008270; GO:0046677	cytosol [GO:0005829]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; isoleucyl-tRNA aminoacylation [GO:0006428]; response to antibiotic [GO:0046677]	isoleucyl-tRNA aminoacylation [GO:0006428]; response to antibiotic [GO:0046677]	104,297	METAL 901;  /note="Zinc";  /evidence="ECO:0000250"; METAL 904;  /note="Zinc";  /evidence="ECO:0000250"; METAL 921;  /note="Zinc";  /evidence="ECO:0000250"; METAL 924;  /note="Zinc";  /evidence="ECO:0000250"	KW-0007; KW-0030; KW-0046; KW-0067; KW-0436; KW-0479; KW-0547; KW-0648; KW-0862; KW-0903; KW-0963; KW-1185	P00956
P25553	reviewed	Lactaldehyde dehydrogenase (EC 1.2.1.22) (Aldehyde dehydrogenase A) (Glycolaldehyde dehydrogenase) (EC 1.2.1.21)	aldA ald b1415 JW1412		ALDA_ECOLI	GO:0004777; GO:0005829; GO:0008911; GO:0009013; GO:0019301; GO:0042355; GO:0042802; GO:0050569; GO:0051289	cytosol [GO:0005829]; glycolaldehyde dehydrogenase activity [GO:0050569]; identical protein binding [GO:0042802]; lactaldehyde dehydrogenase activity [GO:0008911]; succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; succinate-semialdehyde dehydrogenase [NAD(P)+] activity [GO:0009013]; L-fucose catabolic process [GO:0042355]; protein homotetramerization [GO:0051289]; rhamnose catabolic process [GO:0019301]	L-fucose catabolic process [GO:0042355]; protein homotetramerization [GO:0051289]; rhamnose catabolic process [GO:0019301]	52,273		KW-0002; KW-0520; KW-0560; KW-0903; KW-1185	P25553
P06959	reviewed	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2)	aceF b0115 JW0111	COFACTOR: Name=(R)-lipoate; Xref=ChEBI:CHEBI:83088;  Note=Binds 3 lipoyl cofactors covalently.;	ODP2_ECOLI	GO:0004742; GO:0005737; GO:0006086; GO:0006090; GO:0006096; GO:0016407; GO:0031405; GO:0045254	cytoplasm [GO:0005737]; pyruvate dehydrogenase complex [GO:0045254]; acetyltransferase activity [GO:0016407]; dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]; lipoic acid binding [GO:0031405]; acetyl-CoA biosynthetic process from pyruvate [GO:0006086]; glycolytic process [GO:0006096]; pyruvate metabolic process [GO:0006090]	acetyl-CoA biosynthetic process from pyruvate [GO:0006086]; glycolytic process [GO:0006096]; pyruvate metabolic process [GO:0006090]	66,096		KW-0002; KW-0007; KW-0012; KW-0324; KW-0450; KW-0677; KW-0808; KW-0903; KW-1185	P06959
P23847	reviewed	Periplasmic dipeptide transport protein (Dipeptide-binding protein) (DBP)	dppA b3544 JW3513		DPPA_ECOLI	GO:0006935; GO:0015031; GO:0020037; GO:0030288; GO:0042277; GO:0042938; GO:0043190; GO:0061077; GO:0071916; GO:1904680	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; dipeptide transmembrane transporter activity [GO:0071916]; heme binding [GO:0020037]; peptide binding [GO:0042277]; peptide transmembrane transporter activity [GO:1904680]; chaperone-mediated protein folding [GO:0061077]; chemotaxis [GO:0006935]; dipeptide transport [GO:0042938]; protein transport [GO:0015031]	chaperone-mediated protein folding [GO:0061077]; chemotaxis [GO:0006935]; dipeptide transport [GO:0042938]; protein transport [GO:0015031]	60,294		KW-0002; KW-0145; KW-0571; KW-0574; KW-0653; KW-0732; KW-0813; KW-0903; KW-1015; KW-1185	P23847
P07395	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT b1713 JW1703	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250};  Note=Binds 2 magnesium ions per tetramer. {ECO:0000250};	SYFB_ECOLI	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005829; GO:0006432; GO:0009328; GO:0016020; GO:0042802	cytosol [GO:0005829]; membrane [GO:0016020]; phenylalanine-tRNA ligase complex [GO:0009328]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]	phenylalanyl-tRNA aminoacylation [GO:0006432]	87,378	METAL 454;  /note="Magnesium";  /evidence="ECO:0000250"; METAL 460;  /note="Magnesium; via carbonyl oxygen";  /evidence="ECO:0000250"; METAL 463;  /note="Magnesium";  /evidence="ECO:0000250"; METAL 464;  /note="Magnesium";  /evidence="ECO:0000250"	KW-0002; KW-0030; KW-0067; KW-0436; KW-0460; KW-0479; KW-0547; KW-0648; KW-0694; KW-0820; KW-0963; KW-1185	P07395
P21889	reviewed	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	aspS tls b1866 JW1855		SYD_ECOLI	GO:0003676; GO:0004815; GO:0005524; GO:0005829; GO:0006422	cytosol [GO:0005829]; aspartate-tRNA ligase activity [GO:0004815]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; aspartyl-tRNA aminoacylation [GO:0006422]	aspartyl-tRNA aminoacylation [GO:0006422]	65,913		KW-0002; KW-0030; KW-0067; KW-0436; KW-0547; KW-0648; KW-0963; KW-1185	P21889
P07118	reviewed	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS b4258 JW4215		SYV_ECOLI	GO:0000287; GO:0002161; GO:0004832; GO:0005524; GO:0005829; GO:0006438; GO:0045903; GO:0061475	cytosol [GO:0005829]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; valine-tRNA ligase activity [GO:0004832]; cytosolic valyl-tRNA aminoacylation [GO:0061475]; positive regulation of translational fidelity [GO:0045903]; valyl-tRNA aminoacylation [GO:0006438]	cytosolic valyl-tRNA aminoacylation [GO:0061475]; positive regulation of translational fidelity [GO:0045903]; valyl-tRNA aminoacylation [GO:0006438]	108,192		KW-0030; KW-0067; KW-0175; KW-0436; KW-0547; KW-0648; KW-0903; KW-0963; KW-1185	P07118
P10408	reviewed	Protein translocase subunit SecA	secA azi pea prlD b0098 JW0096	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000269|PubMed:10213615};  Note=Binds 1 zinc ion per subunit. Zinc is required for binding of the SecB chaperone to the extreme C-terminus of SecA. {ECO:0000269|PubMed:10213615};	SECA_ECOLI	GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0005887; GO:0006605; GO:0015031; GO:0015462; GO:0017038; GO:0031522; GO:0042802; GO:0043952; GO:0046872; GO:0061077; GO:0065002	cell envelope Sec protein transport complex [GO:0031522]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase-coupled protein transmembrane transporter activity [GO:0015462]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; chaperone-mediated protein folding [GO:0061077]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]; protein transport [GO:0015031]; protein transport by the Sec complex [GO:0043952]	chaperone-mediated protein folding [GO:0061077]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]; protein transport [GO:0015031]; protein transport by the Sec complex [GO:0043952]	102,023	METAL 885;  /note="Zinc"; METAL 887;  /note="Zinc"; METAL 896;  /note="Zinc"; METAL 897;  /note="Zinc"	KW-0002; KW-0067; KW-0472; KW-0479; KW-0547; KW-0653; KW-0811; KW-0813; KW-0862; KW-0903; KW-0963; KW-0997; KW-1003; KW-1185	P10408
P08200	reviewed	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd icdA icdE b1136 JW1122	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:7761851}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035;  Note=Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000269|PubMed:11284679, ECO:0000269|PubMed:7761851};	IDH_ECOLI	GO:0000287; GO:0004450; GO:0005737; GO:0005829; GO:0006097; GO:0006099; GO:0006979; GO:0022900; GO:0051287	cytoplasm [GO:0005737]; cytosol [GO:0005829]; isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; electron transport chain [GO:0022900]; glyoxylate cycle [GO:0006097]; response to oxidative stress [GO:0006979]; tricarboxylic acid cycle [GO:0006099]	electron transport chain [GO:0022900]; glyoxylate cycle [GO:0006097]; response to oxidative stress [GO:0006979]; tricarboxylic acid cycle [GO:0006099]	45,757	METAL 307;  /note="Magnesium or manganese";  /evidence="ECO:0000244|PDB:1AI3, ECO:0000244|PDB:1BL5, ECO:0000244|PDB:1GRP, ECO:0000244|PDB:1HJ6, ECO:0000244|PDB:1IDC, ECO:0000244|PDB:1P8F, ECO:0000244|PDB:4AJB, ECO:0000244|PDB:4AJR, ECO:0000244|PDB:4AJS, ECO:0000244|PDB:4BNP, ECO:0000244|PDB:8ICD, ECO:0000269|PubMed:11284679, ECO:0000269|PubMed:2204109, ECO:0000269|PubMed:7761851"	KW-0002; KW-0007; KW-0329; KW-0460; KW-0464; KW-0479; KW-0521; KW-0560; KW-0597; KW-0816; KW-0903; KW-1185	P08200
P0ABB4	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD papB uncD b3732 JW3710		ATPB_ECOLI	GO:0005524; GO:0005886; GO:0015986; GO:0016020; GO:0045261; GO:0046933; GO:0046961	membrane [GO:0016020]; plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; ATP synthesis coupled proton transport [GO:0015986]	ATP synthesis coupled proton transport [GO:0015986]	50,325		KW-0002; KW-0066; KW-0067; KW-0139; KW-0375; KW-0406; KW-0472; KW-0547; KW-0813; KW-0903; KW-0997; KW-1003; KW-1185; KW-1278	P0ABB4
P0AES4	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA hisW nalA parD b2231 JW2225		GYRA_ECOLI	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0005829; GO:0006261; GO:0006265; GO:0006351; GO:0008094; GO:0009330; GO:0016020; GO:0034335; GO:0042493; GO:0042802; GO:0046677	chromosome [GO:0005694]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]; membrane [GO:0016020]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; DNA-dependent ATPase activity [GO:0008094]; identical protein binding [GO:0042802]; DNA topological change [GO:0006265]; DNA-dependent DNA replication [GO:0006261]; response to antibiotic [GO:0046677]; response to drug [GO:0042493]; transcription, DNA-templated [GO:0006351]	DNA-dependent DNA replication [GO:0006261]; DNA topological change [GO:0006265]; response to antibiotic [GO:0046677]; response to drug [GO:0042493]; transcription, DNA-templated [GO:0006351]	96,964		KW-0002; KW-0046; KW-0067; KW-0238; KW-0413; KW-0547; KW-0799; KW-0903; KW-0963; KW-1185	P0AES4
P13029	reviewed	Catalase-peroxidase (CP) (EC 1.11.1.21) (Hydroperoxidase I) (HPI) (Peroxidase/catalase)	katG b3942 JW3914	COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000269|PubMed:374409};  Note=Binds 2 heme B (iron-protoporphyrin IX) groups per tetramer. {ECO:0000269|PubMed:374409};	KATG_ECOLI	GO:0004096; GO:0004601; GO:0005829; GO:0006979; GO:0016491; GO:0020037; GO:0042744; GO:0042802; GO:0046872; GO:0070301	cytosol [GO:0005829]; catalase activity [GO:0004096]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; peroxidase activity [GO:0004601]; cellular response to hydrogen peroxide [GO:0070301]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]	cellular response to hydrogen peroxide [GO:0070301]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]	80,024	METAL 267;  /note="Iron (heme axial ligand)"	KW-0002; KW-0349; KW-0376; KW-0408; KW-0479; KW-0560; KW-0575; KW-0903; KW-1185	P13029
P04825	reviewed	Aminopeptidase N (EC 3.4.11.2) (Alpha-aminoacylpeptide hydrolase)	pepN b0932 JW0915	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000269|PubMed:16885166, ECO:0000269|PubMed:18416562, ECO:0000269|PubMed:19622865};  Note=Binds 1 zinc ion per subunit. {ECO:0000269|PubMed:16885166, ECO:0000269|PubMed:18416562, ECO:0000269|PubMed:19622865};	AMPN_ECOLI	GO:0004177; GO:0005737; GO:0005886; GO:0006508; GO:0008237; GO:0008270; GO:0042802; GO:0043171	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; aminopeptidase activity [GO:0004177]; identical protein binding [GO:0042802]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]	peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]	98,919	METAL 297;  /note="Zinc; catalytic"; METAL 301;  /note="Zinc; catalytic"; METAL 320;  /note="Zinc; catalytic"	KW-0002; KW-0031; KW-0378; KW-0472; KW-0479; KW-0482; KW-0645; KW-0862; KW-0903; KW-0997; KW-1003; KW-1185	P04825
P0A9G6	reviewed	Isocitrate lyase (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase)	aceA icl b4015 JW3975	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:3291954};  Note=Divalent metal cations. Can also use Mn(2+) ion. {ECO:0000269|PubMed:3291954};	ACEA_ECOLI	GO:0004451; GO:0005829; GO:0006097; GO:0006099; GO:0043169; GO:0046872	cytosol [GO:0005829]; cation binding [GO:0043169]; isocitrate lyase activity [GO:0004451]; metal ion binding [GO:0046872]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	47,522	METAL 157;  /note="Magnesium";  /evidence="ECO:0000269|PubMed:11526312"	KW-0002; KW-0329; KW-0456; KW-0460; KW-0464; KW-0479; KW-0597; KW-0816; KW-0903; KW-1185	P0A9G6
P0AD61	reviewed	Pyruvate kinase I (EC 2.7.1.40) (PK-1)	pykF b1676 JW1666	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; ; COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; 	KPYK1_ECOLI	GO:0000287; GO:0004743; GO:0005524; GO:0005737; GO:0005829; GO:0006096; GO:0009408; GO:0016020; GO:0016301; GO:0030955; GO:0042802; GO:0051289	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]; glycolytic process [GO:0006096]; protein homotetramerization [GO:0051289]; response to heat [GO:0009408]	glycolytic process [GO:0006096]; protein homotetramerization [GO:0051289]; response to heat [GO:0009408]	50,729	METAL 34;  /note="Potassium";  /evidence="ECO:0000250"; METAL 36;  /note="Potassium";  /evidence="ECO:0000250"; METAL 66;  /note="Potassium";  /evidence="ECO:0000250"; METAL 67;  /note="Potassium; via carbonyl oxygen";  /evidence="ECO:0000250"; METAL 222;  /note="Magnesium";  /evidence="ECO:0000250"; METAL 246;  /note="Magnesium";  /evidence="ECO:0000250"	KW-0002; KW-0007; KW-0021; KW-0067; KW-0324; KW-0418; KW-0460; KW-0479; KW-0547; KW-0630; KW-0670; KW-0808; KW-0903; KW-1185	P0AD61
P09546	reviewed	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	putA poaA b1014 JW0999	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; 	PUTA_ECOLI	GO:0000986; GO:0001217; GO:0003677; GO:0003842; GO:0004657; GO:0005829; GO:0005886; GO:0006560; GO:0006561; GO:0006979; GO:0009898; GO:0010133; GO:0016620; GO:0042802; GO:0043565; GO:0045892; GO:0050660	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; 1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; bacterial-type cis-regulatory region sequence-specific DNA binding [GO:0000986]; DNA binding [GO:0003677]; DNA-binding transcription repressor activity [GO:0001217]; flavin adenine dinucleotide binding [GO:0050660]; identical protein binding [GO:0042802]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; proline dehydrogenase activity [GO:0004657]; sequence-specific DNA binding [GO:0043565]; negative regulation of transcription, DNA-templated [GO:0045892]; proline biosynthetic process [GO:0006561]; proline catabolic process to glutamate [GO:0010133]; proline metabolic process [GO:0006560]; response to oxidative stress [GO:0006979]	negative regulation of transcription, DNA-templated [GO:0045892]; proline biosynthetic process [GO:0006561]; proline catabolic process to glutamate [GO:0010133]; proline metabolic process [GO:0006560]; response to oxidative stress [GO:0006979]	143,815		KW-0002; KW-0238; KW-0274; KW-0285; KW-0511; KW-0520; KW-0560; KW-0642; KW-0678; KW-0804; KW-0805; KW-1185	P09546
P0AC33	reviewed	Fumarate hydratase class I, aerobic (EC 4.2.1.2) (Fumarase A) (Oxaloacetate keto--enol-isomerase) (OAAKE isomerase) (Oxaloacetate tautomerase) (EC 5.3.2.2)	fumA b1612 JW1604	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000269|PubMed:1329945, ECO:0000269|PubMed:23405168};  Note=Binds 1 [4Fe-4S] cluster per subunit. {ECO:0000269|PubMed:1329945, ECO:0000269|PubMed:23405168};	FUMA_ECOLI	GO:0004333; GO:0005829; GO:0006099; GO:0042802; GO:0046872; GO:0050163; GO:0051539	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; fumarate hydratase activity [GO:0004333]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; oxaloacetate tautomerase activity [GO:0050163]; tricarboxylic acid cycle [GO:0006099]	tricarboxylic acid cycle [GO:0006099]	60,299	METAL 105;  /note="Iron-sulfur (4Fe-4S)";  /evidence="ECO:0000250|UniProtKB:E9AE57"; METAL 224;  /note="Iron-sulfur (4Fe-4S)";  /evidence="ECO:0000250|UniProtKB:E9AE57"; METAL 318;  /note="Iron-sulfur (4Fe-4S)";  /evidence="ECO:0000250|UniProtKB:E9AE57"	KW-0004; KW-0408; KW-0411; KW-0413; KW-0456; KW-0479; KW-0816; KW-0903; KW-1185	P0AC33
