cog_class,cog_desc,cog_letter,desc,gene,go_number,pathway,uniprot
Coenzyme transport and metabolism,METABOLISM,HJ,Glutathione synthetase,gshB,6750.0,glutathione biosynthetic process,P04425
Amino acid transport and metabolism,METABOLISM,E,Aromatic-amino-acid aminotransferase,tyrB,6532.0,aspartate biosynthetic process,P04693
Amino acid transport and metabolism,METABOLISM,E,Aromatic-amino-acid aminotransferase,tyrB,9098.0,leucine biosynthetic process,P04693
Amino acid transport and metabolism,METABOLISM,E,Aromatic-amino-acid aminotransferase,tyrB,33585.0,L-phenylalanine biosynthetic process from chorismate via phenylpyruvate,P04693
Amino acid transport and metabolism,METABOLISM,E,Aromatic-amino-acid aminotransferase,tyrB,19292.0,tyrosine biosynthetic process from chorismate via 4-hydroxyphenylpyruvate,P04693
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Glutamyl-tRNA synthetase,gltX,6424.0,glutamyl-tRNA aminoacylation,P04805
Amino acid transport and metabolism,METABOLISM,E,Leucine-specific-binding protein,livK,15820.0,leucine transport,P04816
Amino acid transport and metabolism,METABOLISM,E,Aminopeptidase N,pepN,43171.0,peptide catabolic process,P04825
Amino acid transport and metabolism,METABOLISM,E,Aminopeptidase N,pepN,6508.0,proteolysis,P04825
Inorganic ion transport and metabolism,METABOLISM,P,Lipoprotein 28,nlpA,,no associated pathway,P04846
Cell motility,CELLULAR PROCESSES AND SIGNALING,N,Flagellin,fliC,71973.0,bacterial-type flagellum-dependent cell motility,P04949
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,3-deoxy-manno-octulosonate cytidylyltransferase,kdsB,33468.0,CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,P04951
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,3-deoxy-manno-octulosonate cytidylyltransferase,kdsB,19294.0,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,P04951
Amino acid transport and metabolism,METABOLISM,E,Threonine dehydratase biosynthetic,ilvA,9082.0,branched-chain amino acid biosynthetic process,P04968
Amino acid transport and metabolism,METABOLISM,E,Threonine dehydratase biosynthetic,ilvA,9097.0,isoleucine biosynthetic process,P04968
Amino acid transport and metabolism,METABOLISM,E,Threonine dehydratase biosynthetic,ilvA,6567.0,threonine catabolic process,P04968
Amino acid transport and metabolism,METABOLISM,E,Threonine dehydratase biosynthetic,ilvA,6566.0,threonine metabolic process,P04968
Carbohydrate transport and metabolism,METABOLISM,G,D-ribose pyranase,rbsD,19303.0,D-ribose catabolic process,P04982
Carbohydrate transport and metabolism,METABOLISM,G,Ribose import ATP-binding protein RbsA,rbsA,15752.0,D-ribose transmembrane transport,P04983
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Exodeoxyribonuclease V alpha chain,recD,6974.0,cellular response to DNA damage stimulus,P04993
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Exodeoxyribonuclease V alpha chain,recD,6310.0,DNA recombination,P04993
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Exodeoxyribonuclease V alpha chain,recD,724.0,double-strand break repair via homologous recombination,P04993
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Exodeoxyribonuclease 7 large subunit,xseA,6308.0,DNA catabolic process,P04994
Nucleotide transport and metabolism,METABOLISM,F,Dihydroorotase,pyrC,6207.0,'de novo' pyrimidine nucleobase biosynthetic process,P05020
Nucleotide transport and metabolism,METABOLISM,F,Dihydroorotase,pyrC,44205.0,'de novo' UMP biosynthetic process,P05020
Nucleotide transport and metabolism,METABOLISM,F,Dihydroorotase,pyrC,6221.0,pyrimidine nucleotide biosynthetic process,P05020
Amino acid transport and metabolism,METABOLISM,EH,Para-aminobenzoate synthase component 1,pabB,46656.0,folic acid biosynthetic process,P05041
Amino acid transport and metabolism,METABOLISM,EH,Para-aminobenzoate synthase component 1,pabB,46654.0,tetrahydrofolate biosynthetic process,P05041
Energy production and conversion,METABOLISM,C,Fumarate hydratase class II,fumC,6106.0,fumarate metabolic process,P05042
Energy production and conversion,METABOLISM,C,Fumarate hydratase class II,fumC,6108.0,malate metabolic process,P05042
Energy production and conversion,METABOLISM,C,Fumarate hydratase class II,fumC,6979.0,response to oxidative stress,P05042
Energy production and conversion,METABOLISM,C,Fumarate hydratase class II,fumC,6099.0,tricarboxylic acid cycle,P05042
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Alpha-ketoglutarate-dependent dioxygenase AlkB,alkB,6307.0,DNA dealkylation involved in DNA repair,P05050
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Alpha-ketoglutarate-dependent dioxygenase AlkB,alkB,80111.0,DNA demethylation,P05050
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Alpha-ketoglutarate-dependent dioxygenase AlkB,alkB,6281.0,DNA repair,P05050
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Alpha-ketoglutarate-dependent dioxygenase AlkB,alkB,70989.0,oxidative demethylation,P05050
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Alpha-ketoglutarate-dependent dioxygenase AlkB,alkB,35552.0,oxidative single-stranded DNA demethylation,P05050
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Alpha-ketoglutarate-dependent dioxygenase AlkB,alkB,35553.0,oxidative single-stranded RNA demethylation,P05050
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Alpha-ketoglutarate-dependent dioxygenase AlkB,alkB,42245.0,RNA repair,P05050
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Polyribonucleotide nucleotidyltransferase,pnp,6402.0,mRNA catabolic process,P05055
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Polyribonucleotide nucleotidyltransferase,pnp,9408.0,response to heat,P05055
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Polyribonucleotide nucleotidyltransferase,pnp,6401.0,RNA catabolic process,P05055
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Polyribonucleotide nucleotidyltransferase,pnp,6396.0,RNA processing,P05055
Amino acid transport and metabolism,METABOLISM,E,3-dehydroquinate dehydratase,aroD,46279.0,"3,4-dihydroxybenzoate biosynthetic process",P05194
Amino acid transport and metabolism,METABOLISM,E,3-dehydroquinate dehydratase,aroD,9073.0,aromatic amino acid family biosynthetic process,P05194
Amino acid transport and metabolism,METABOLISM,E,3-dehydroquinate dehydratase,aroD,9423.0,chorismate biosynthetic process,P05194
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Protease 3,ptrA,6508.0,proteolysis,P05458
Coenzyme transport and metabolism,METABOLISM,HE,Erythronate-4-phosphate dehydrogenase,pdxB,36001.0,'de novo' pyridoxal 5'-phosphate biosynthetic process,P05459
Coenzyme transport and metabolism,METABOLISM,HE,Erythronate-4-phosphate dehydrogenase,pdxB,8615.0,pyridoxine biosynthetic process,P05459
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Formamidopyrimidine-DNA glycosylase,mutM,6284.0,base-excision repair,P05523
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Formamidopyrimidine-DNA glycosylase,mutM,6285.0,"base-excision repair, AP site formation",P05523
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Formamidopyrimidine-DNA glycosylase,mutM,6974.0,cellular response to DNA damage stimulus,P05523
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Formamidopyrimidine-DNA glycosylase,mutM,6289.0,nucleotide-excision repair,P05523
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Bis(5'-nucleosyl)-tetraphosphatase [symmetrical],apaH,15949.0,nucleobase-containing small molecule interconversion,P05637
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Bis(5'-nucleosyl)-tetraphosphatase [symmetrical],apaH,10165.0,response to X-ray,P05637
Cell motility,CELLULAR PROCESSES AND SIGNALING,NT,Methyl-accepting chemotaxis protein III,trg,6935.0,chemotaxis,P05704
Cell motility,CELLULAR PROCESSES AND SIGNALING,NT,Methyl-accepting chemotaxis protein III,trg,7165.0,signal transduction,P05704
Carbohydrate transport and metabolism,METABOLISM,G,Glucitol/sorbitol-specific phosphotransferase enzyme IIA component,srlB,9401.0,phosphoenolpyruvate-dependent sugar phosphotransferase system,P05706
Lipid transport and metabolism,METABOLISM,IQR,Sorbitol-6-phosphate 2-dehydrogenase,srlD,55114.0,oxidation-reduction process,P05707
Lipid transport and metabolism,METABOLISM,IQR,Sorbitol-6-phosphate 2-dehydrogenase,srlD,6062.0,sorbitol catabolic process,P05707
Defense mechanisms,CELLULAR PROCESSES AND SIGNALING,V,Type-1 restriction enzyme EcoKI specificity protein,hsdS,9307.0,DNA restriction-modification system,P05719
Amino acid transport and metabolism,METABOLISM,EG,Dihydroxy-acid dehydratase,ilvD,9097.0,isoleucine biosynthetic process,P05791
Amino acid transport and metabolism,METABOLISM,EG,Dihydroxy-acid dehydratase,ilvD,9099.0,valine biosynthetic process,P05791
Amino acid transport and metabolism,METABOLISM,EH,Ketol-acid reductoisomerase,ilvC,9082.0,branched-chain amino acid biosynthetic process,P05793
Amino acid transport and metabolism,METABOLISM,EH,Ketol-acid reductoisomerase,ilvC,9097.0,isoleucine biosynthetic process,P05793
Amino acid transport and metabolism,METABOLISM,EH,Ketol-acid reductoisomerase,ilvC,51289.0,protein homotetramerization,P05793
Amino acid transport and metabolism,METABOLISM,EH,Ketol-acid reductoisomerase,ilvC,9099.0,valine biosynthetic process,P05793
Carbohydrate transport and metabolism,METABOLISM,G,Beta-glucuronidase,uidA,19391.0,glucuronoside catabolic process,P05804
Carbohydrate transport and metabolism,METABOLISM,G,Beta-glucuronidase,uidA,51289.0,protein homotetramerization,P05804
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA repair protein recN,recN,6974.0,cellular response to DNA damage stimulus,P05824
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA repair protein recN,recN,6302.0,double-strand break repair,P05824
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA repair protein recN,recN,724.0,double-strand break repair via homologous recombination,P05824
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA repair protein recN,recN,36298.0,recombinational interstrand cross-link repair,P05824
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA repair protein recN,recN,725.0,recombinational repair,P05824
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA repair protein recN,recN,10212.0,response to ionizing radiation,P05824
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA repair protein recN,recN,9314.0,response to radiation,P05824
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA repair protein recN,recN,9411.0,response to UV,P05824
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA repair protein recN,recN,10165.0,response to X-ray,P05824
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA repair protein recN,recN,9432.0,SOS response,P05824
Inorganic ion transport and metabolism,METABOLISM,P,Ferrienterobactin receptor,fepA,42914.0,colicin transport,P05825
Inorganic ion transport and metabolism,METABOLISM,P,Ferrienterobactin receptor,fepA,42930.0,enterobactin transport,P05825
Inorganic ion transport and metabolism,METABOLISM,P,Ferrienterobactin receptor,fepA,15685.0,ferric-enterobactin import into cell,P05825
Inorganic ion transport and metabolism,METABOLISM,P,Ferrienterobactin receptor,fepA,33214.0,siderophore-dependent iron import into cell,P05825
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type transcriptional regulator ilvY,ilvY,9082.0,branched-chain amino acid biosynthetic process,P05827
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Probable O-sialoglycoprotein endopeptidase,tsaD,2949.0,tRNA threonylcarbamoyladenosine modification,P05852
Coenzyme transport and metabolism,METABOLISM,H,Vitamin B12 transporter BtuB,btuB,15889.0,cobalamin transport,P06129
Coenzyme transport and metabolism,METABOLISM,H,Vitamin B12 transporter BtuB,btuB,42930.0,enterobactin transport,P06129
Coenzyme transport and metabolism,METABOLISM,H,Vitamin B12 transporter BtuB,btuB,15685.0,ferric-enterobactin import into cell,P06129
Coenzyme transport and metabolism,METABOLISM,H,Vitamin B12 transporter BtuB,btuB,34220.0,ion transmembrane transport,P06129
Coenzyme transport and metabolism,METABOLISM,H,Vitamin B12 transporter BtuB,btuB,33214.0,siderophore-dependent iron import into cell,P06129
Energy production and conversion,METABOLISM,C,D-lactate dehydrogenase,dld,9060.0,aerobic respiration,P06149
Energy production and conversion,METABOLISM,C,D-lactate dehydrogenase,dld,9061.0,anaerobic respiration,P06149
Energy production and conversion,METABOLISM,C,D-lactate dehydrogenase,dld,19516.0,lactate oxidation,P06149
Energy production and conversion,METABOLISM,C,D-lactate dehydrogenase,dld,22904.0,respiratory electron transport chain,P06149
Energy production and conversion,METABOLISM,C,D-lactate dehydrogenase,dld,55085.0,transmembrane transport,P06149
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Vitamin B12 transport periplasmic protein BtuE,btuE,33194.0,response to hydroperoxide,P06610
Coenzyme transport and metabolism,METABOLISM,H,Vitamin B12 import ATP-binding protein BtuD,btuD,15889.0,cobalamin transport,P06611
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA topoisomerase 1,topA,6265.0,DNA topological change,P06612
General function prediction only,POORLY CHARACTERIZED,R,GTPase Era,era,46777.0,protein autophosphorylation,P06616
General function prediction only,POORLY CHARACTERIZED,R,GTPase Era,era,6468.0,protein phosphorylation,P06616
General function prediction only,POORLY CHARACTERIZED,R,GTPase Era,era,28.0,ribosomal small subunit assembly,P06616
General function prediction only,POORLY CHARACTERIZED,R,GTPase Era,era,42274.0,ribosomal small subunit biogenesis,P06616
Coenzyme transport and metabolism,METABOLISM,H,Bifunctional protein BirA,birA,9102.0,biotin biosynthetic process,P06709
Coenzyme transport and metabolism,METABOLISM,H,Bifunctional protein BirA,birA,6768.0,biotin metabolic process,P06709
Coenzyme transport and metabolism,METABOLISM,H,Bifunctional protein BirA,birA,9305.0,protein biotinylation,P06709
Coenzyme transport and metabolism,METABOLISM,H,Bifunctional protein BirA,birA,6355.0,"regulation of transcription, DNA-templated",P06709
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA polymerase III subunit tau,dnaX,6261.0,DNA-dependent DNA replication,P06710
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA polymerase III subunit tau,dnaX,6260.0,DNA replication,P06710
Energy production and conversion,METABOLISM,C,Glutathione reductase,gor,45454.0,cell redox homeostasis,P06715
Energy production and conversion,METABOLISM,C,Glutathione reductase,gor,34599.0,cellular response to oxidative stress,P06715
Energy production and conversion,METABOLISM,C,Glutathione reductase,gor,6749.0,glutathione metabolic process,P06715
Carbohydrate transport and metabolism,METABOLISM,G,Alpha-galactosidase,melA,5995.0,melibiose catabolic process,P06720
Amino acid transport and metabolism,METABOLISM,E,Cystathionine beta-lyase metC,metC,19450.0,L-cysteine catabolic process to pyruvate,P06721
Amino acid transport and metabolism,METABOLISM,E,Cystathionine beta-lyase metC,metC,9086.0,methionine biosynthetic process,P06721
Amino acid transport and metabolism,METABOLISM,E,Cystathionine beta-lyase metC,metC,51289.0,protein homotetramerization,P06721
Amino acid transport and metabolism,METABOLISM,E,Cystathionine beta-lyase metC,metC,19346.0,transsulfuration,P06721
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type transcriptional regulator ebgR,ebgR,45892.0,"negative regulation of transcription, DNA-templated",P06846
