cog_class,cog_class_letter,cog_desc,desc,gene,process,uniprot
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,6-phosphofructokinase isozyme 2 ,pfkB,Glycolysis,P06999
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Gamma-glutamyl phosphate reductase ,proA,Amino-acid biosynthesis,P07004
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Gamma-glutamyl phosphate reductase ,proA,Proline biosynthesis,P07004
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Peptide chain release factor 2 ,prfB,Protein biosynthesis,P07012
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Primosomal replication protein n ,priB,DNA replication,P07013
Metabolism,Energy production and conversion,Energy production and conversion,Succinate dehydrogenase iron-sulfur subunit ,sdhB,Electron transport,P07014
Metabolism,Energy production and conversion,Energy production and conversion,Succinate dehydrogenase iron-sulfur subunit ,sdhB,Transport,P07014
Metabolism,Energy production and conversion,Energy production and conversion,Succinate dehydrogenase iron-sulfur subunit ,sdhB,Tricarboxylic acid cycle,P07014
Cellular Processes and Signaling,Cell motility,Cell motility,Methyl-accepting chemotaxis protein II ,tar,Chemotaxis,P07017
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,T-protein ,tyrA,Amino-acid biosynthesis,P07023
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,T-protein ,tyrA,Aromatic amino acid biosynthesis,P07023
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,T-protein ,tyrA,Tyrosine biosynthesis,P07023
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Histidine transport ATP-binding protein HisP ,hisP,Amino-acid transport,P07109
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Histidine transport ATP-binding protein HisP ,hisP,Transport,P07109
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Sodium/proline symporter ,putP,Amino-acid transport,P07117
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Sodium/proline symporter ,putP,Ion transport,P07117
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Sodium/proline symporter ,putP,Sodium transport,P07117
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Sodium/proline symporter ,putP,Symport,P07117
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Sodium/proline symporter ,putP,Transport,P07117
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Valyl-tRNA synthetase ,valS,Protein biosynthesis,P07118
Cellular Processes and Signaling,Cell motility,Cell motility,Isoform cheA(S) of Chemotaxis protein CheA ,cheA,Chemotaxis,P07363
Cellular Processes and Signaling,Cell motility,Cell motility,Isoform cheA(S) of Chemotaxis protein CheA ,cheA,Two-component regulatory system,P07363
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Phenylalanyl-tRNA synthetase beta chain ,pheT,Protein biosynthesis,P07395
Information Storage and Processing,Transcription,Transcription,Transcriptional regulatory protein tyrR ,tyrR,Aromatic hydrocarbons catabolism,P07604
Information Storage and Processing,Transcription,Transcription,Transcriptional regulatory protein tyrR ,tyrR,Transcription,P07604
Information Storage and Processing,Transcription,Transcription,Transcriptional regulatory protein tyrR ,tyrR,Transcription regulation,P07604
Information Storage and Processing,Transcription,Transcription,Transcriptional regulatory protein tyrR ,tyrR,Two-component regulatory system,P07604
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Homoserine O-succinyltransferase ,metA,Amino-acid biosynthesis,P07623
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Homoserine O-succinyltransferase ,metA,Methionine biosynthesis,P07623
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,3-dehydroquinate synthase ,aroB,Amino-acid biosynthesis,P07639
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,3-dehydroquinate synthase ,aroB,Aromatic amino acid biosynthesis,P07639
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Exodeoxyribonuclease V gamma chain ,recC,DNA damage,P07648
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Exodeoxyribonuclease V gamma chain ,recC,DNA repair,P07648
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,"1,4-alpha-glucan-branching enzyme ",glgB,Carbohydrate metabolism,P07762
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,"1,4-alpha-glucan-branching enzyme ",glgB,Glycogen biosynthesis,P07762
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,"1,4-alpha-glucan-branching enzyme ",glgB,Glycogen metabolism,P07762
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Leucyl-tRNA synthetase ,leuS,Protein biosynthesis,P07813
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanine--D-alanine ligase B ,ddlB,Cell shape,P07862
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanine--D-alanine ligase B ,ddlB,Peptidoglycan synthesis,P07862
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanine--D-alanine ligase B ,ddlB,Cell wall biogenesis/degradation,P07862
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Acetolactate synthase isozyme 1 large subunit ,ilvB,Amino-acid biosynthesis,P08142
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Acetolactate synthase isozyme 1 large subunit ,ilvB,Branched-chain amino acid biosynthesis,P08142
Metabolism,Nucleotide transport and metabolism,Nucleotide transport and metabolism,Phosphoribosylformylglycinamidine cyclo-ligase ,purM,Purine biosynthesis,P08178
Metabolism,Nucleotide transport and metabolism,Nucleotide transport and metabolism,Phosphoribosylglycinamide formyltransferase ,purN,Purine biosynthesis,P08179
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Bifunctional protein folC ,folC,Folate biosynthesis,P08192
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Bifunctional protein folC ,folC,One-carbon metabolism,P08192
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Glycerol-3-phosphate transporter ,glpT,Glycerol metabolism,P08194
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Glycerol-3-phosphate transporter ,glpT,Transport,P08194
Metabolism,Energy production and conversion,Energy production and conversion,Isocitrate dehydrogenase [NADP] ,icd,Glyoxylate bypass,P08200
Metabolism,Energy production and conversion,Energy production and conversion,Isocitrate dehydrogenase [NADP] ,icd,Tricarboxylic acid cycle,P08200
Metabolism,Energy production and conversion,Energy production and conversion,Nitrite reductase [NAD(P)H] large subunit ,nirB,Nitrate assimilation,P08201
Metabolism,Nucleotide transport and metabolism,Nucleotide transport and metabolism,Orotidine 5'-phosphate decarboxylase ,pyrF,Pyrimidine biosynthesis,P08244
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Uncharacterized protein yciH ,yciH,Protein biosynthesis,P08245
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Uncharacterized protein yciH ,yciH,Translation regulation,P08245
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Phenylalanyl-tRNA synthetase alpha chain ,pheS,Protein biosynthesis,P08312
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein CreB ,creB,Transcription,P08368
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein CreB ,creB,Transcription regulation,P08368
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein CreB ,creB,Two-component regulatory system,P08368
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-N-acetylenolpyruvoylglucosamine reductase ,murB,Cell cycle,P08373
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-N-acetylenolpyruvoylglucosamine reductase ,murB,Cell division,P08373
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-N-acetylenolpyruvoylglucosamine reductase ,murB,Cell shape,P08373
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-N-acetylenolpyruvoylglucosamine reductase ,murB,Peptidoglycan synthesis,P08373
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-N-acetylenolpyruvoylglucosamine reductase ,murB,Cell wall biogenesis/degradation,P08373
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanyl-D-alanine carboxypeptidase dacC ,dacC,Cell shape,P08506
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanyl-D-alanine carboxypeptidase dacC ,dacC,Peptidoglycan synthesis,P08506
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanyl-D-alanine carboxypeptidase dacC ,dacC,Cell wall biogenesis/degradation,P08506
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Chaperone protein dnaJ ,dnaJ,DNA replication,P08622
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Chaperone protein dnaJ ,dnaJ,Stress response,P08622
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Lysine-sensitive aspartokinase 3 ,lysC,Amino-acid biosynthesis,P08660
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Lysine-sensitive aspartokinase 3 ,lysC,Lysine biosynthesis,P08660
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Phosphoenolpyruvate-protein phosphotransferase ,ptsI,Phosphotransferase system,P08839
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Phosphoenolpyruvate-protein phosphotransferase ,ptsI,Sugar transport,P08839
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Phosphoenolpyruvate-protein phosphotransferase ,ptsI,Transport,P08839
Cellular Processes and Signaling,Defense mechanisms,Defense mechanisms,Type I restriction enzyme EcoKI R protein ,hsdR,Restriction system,P08956
Cellular Processes and Signaling,Defense mechanisms,Defense mechanisms,Type I restriction enzyme EcoKI M protein ,hsdM,Restriction system,P08957
Metabolism,Energy production and conversion,Energy production and conversion,Malate synthase A ,aceB,Glyoxylate bypass,P08997
Metabolism,Energy production and conversion,Energy production and conversion,Malate synthase A ,aceB,Tricarboxylic acid cycle,P08997
Metabolism,Nucleotide transport and metabolism,Nucleotide transport and metabolism,N5-carboxyaminoimidazole ribonucleotide synthase ,purK,Purine biosynthesis,P09029
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Exodeoxyribonuclease III ,xthA,DNA damage,P09030
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Exodeoxyribonuclease III ,xthA,DNA repair,P09030
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Xylulose kinase ,xylB,Carbohydrate metabolism,P09099
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Xylulose kinase ,xylB,Xylose metabolism,P09099
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Uroporphyrinogen-III synthase ,hemD,Porphyrin biosynthesis,P09126
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-glucose 4-epimerase ,galE,Carbohydrate metabolism,P09147
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-glucose 4-epimerase ,galE,Galactose metabolism,P09147
