gene_name	ecocyc_gene_id	b_number	gene_product	go_terms	synonyms	common_name	mw_kda
yqiK	G7589	b3051	protein YqiK	GO:0005829 // GO:0005887 // GO:0005886 // GO:0016021 // GO:0016020	YqiK	protein YqiK	60.7
yegV	G7132	b2100	putative sugar kinase YegV	GO:0046835 // GO:0019200 // GO:0005829 // GO:0016773 // GO:0016310 // GO:0016740 // GO:0016301	YegV	putative sugar kinase YegV	34.385
hcaT	G7330	b2536	putative 3-phenylpropionate transporter	GO:0030395 // GO:0015767 // GO:0015528 // GO:0005887 // GO:0055085 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0015293	"HcaT // ""YfhS"""	putative 3-phenylpropionate transporter	41.593
yeaY	G6990	b1806	Slp family lipoprotein YeaY	GO:0019867 // GO:0005886 // GO:0016020	YeaY	Slp family lipoprotein YeaY	20.921
yeaV	G6987	b1801	putative transporter YeaV	GO:0055085 // GO:0022857 // GO:0071705 // GO:0005886 // GO:0016021 // GO:0016020	YeaV	putative transporter YeaV	52.881
ydhV	G6901	b1673	putative oxidoreductase YdhV	GO:0043546 // GO:0022900 // GO:0016625 // GO:0009055 // GO:0051539 // GO:0046872 // GO:0055114 // GO:0051536 // GO:0016491	YdhV	putative oxidoreductase YdhV	77.876
ydgC	G6863	b1607	GlpM family protein	GO:0005887 // GO:0005886 // GO:0016021 // GO:0016020	YdgC	GlpM family protein	12.323
yncG	G6765	b1454	putative glutathione S-transferase YncG	GO:0005829 // GO:0016740	YncG	putative glutathione S-transferase YncG	23.321
nirC	EG10654	b3367	NIRC-MONOMER	GO:0015706 // GO:0055085 // GO:0022857 // GO:0042128 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0015513 // GO:0015707	"NirC // ""NirC nitrite FNT transporter"""		28.562
ychS	G6631	b1228	putative uncharacterized protein YchS		YchS	putative uncharacterized protein YchS	9.607
ssuC	G6476	b0934	aliphatic sulfonate ABC transporter membrane subunit	GO:0055085 // GO:0005887 // GO:0055052 // GO:0006790 // GO:0042918 // GO:0042959 // GO:0005886 // GO:0016021 // GO:0016020	YcbM	aliphatic sulfonate ABC transporter membrane subunit	28.925
yccS	G6495	b0960	putative transporter YccS	GO:0055085 // GO:0022857 // GO:0005887 // GO:0005886 // GO:0016021 // GO:0016020	YccS	putative transporter YccS	81.668
kdpD	EG10516	b0695	sensory histidine kinase KdpD	GO:0016311 // GO:0000160 // GO:0008134 // GO:0042803 // GO:0071472 // GO:0031668 // GO:0016791 // GO:0005887 // GO:0023014 // GO:0018106 // GO:0016772 // GO:0016740 // GO:0016310 // GO:0016301 // GO:0016020 // GO:0007165 // GO:0005886 // GO:0004673 // GO:0005515 // GO:0046777 // GO:0000166 // GO:0016021 // GO:0005524 // GO:0009593 // GO:0000155	"Kac // ""KdpD"""	sensory histidine kinase KdpD	98.718
yaiY	G6228	b0379	inner membrane protein	GO:0005886 // GO:0016021 // GO:0016020	YaiY	inner membrane protein	11.424
fecD	EG10289	b4288	ferric citrate ABC transporter membrane subunit FecD	GO:0055085 // GO:0022857 // GO:0005623 // GO:0005515 // GO:0015603 // GO:0033214 // GO:0005887 // GO:0055052 // GO:0055072 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0006811		ferric citrate ABC transporter membrane subunit FecD	34.131
yaeR	G6095	b0187	VOC domain-containing protein YaeR	GO:0046872 // GO:0005829	"YaeR // ""putative lyase"""	VOC domain-containing protein YaeR	14.737
aqpZ	EG13270	b0875	water channel AqpZ	GO:0005623 // GO:0015267 // GO:0005515 // GO:0042802 // GO:0005887 // GO:0016020 // GO:0055085 // GO:0005886 // GO:0016021 // GO:0015250 // GO:0006833 // GO:0009992 // GO:0006970	"BniP // ""AqpZ"""	water channel AqpZ	23.703
yhiY	G0-17036	b4790	protein YhiY		YhiY	protein YhiY	4.153
cysW	EG10198	b2423	sulfate/thiosulfate ABC transporter inner membrane subunit CysW	GO:0055085 // GO:0015419 // GO:0043190 // GO:0005887 // GO:1902358 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0008272		sulfate/thiosulfate ABC transporter inner membrane subunit CysW	32.538
yncP	G0-17020	b4774	protein YncP		YncP	protein YncP	2.4
yddG	EG12713	b1473	amino acid exporter YddG	GO:0006865 // GO:0015173 // GO:0015171 // GO:0032973 // GO:0016021 // GO:0016020 // GO:0005886 // GO:0005887	YddG	amino acid exporter YddG	31.539
ynfR	G0-16743	b4749	Qin prophage; protein YnfR		YnfR	Qin prophage; protein YnfR	2.308
ytfT	EG12520	b4230	galactofuranose ABC transporter putative membrane subunit YtfT	GO:0022857 // GO:0005515 // GO:0015399 // GO:0055085 // GO:0005887 // GO:0043190 // GO:0005886 // GO:0016021 // GO:0016020		galactofuranose ABC transporter putative membrane subunit YtfT	35.659
ykiD	G0-16727	b4732	protein YkiD		YkiD	protein YkiD	3.234
yadH	EG12321	b0128	putative ABC transporter membrane subunit YadH	GO:0055085 // GO:0043190 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0006810	YadH	putative ABC transporter membrane subunit YadH	28.516
yjeV	G0-10642	b4670	uncharacterized protein YjeV		YjeV	uncharacterized protein YjeV	2.056
hisQ	EG12125	b2308	"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ"	GO:0071705 // GO:0055085 // GO:0022857 // GO:0097638 // GO:0097639 // GO:0097640 // GO:0097627 // GO:0005289 // GO:0005292 // GO:0005291 // GO:0043190 // GO:0005887 // GO:1903810 // GO:0089709 // GO:0003333 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0006865	HisQ	"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ"	24.649
ynfP	G0-10559	b4534	protein YnfP		YnfP	protein YnfP	4.039
ccmH	EG12052	b2194	holocytochrome c synthetase - thiol:disulfide oxidoreductase CcmH	GO:0018378 // GO:0055114 // GO:0015035 // GO:0031237 // GO:0005515 // GO:0005886 // GO:0046872 // GO:0016021 // GO:0016020 // GO:0017004	"YejP // ""cytochrome c biogenesis protein CcmH"" // ""CcmH"""	holocytochrome c synthetase - thiol:disulfide oxidoreductase CcmH	39.089
ygbE	EG12707	b2749	DUF3561 domain-containing inner membrane protein YgbE	GO:0005886 // GO:0016021 // GO:0016020	YgbE	DUF3561 domain-containing inner membrane protein YgbE	12.017
actP	EG11942	b4067	acetate/glycolate:cation symporter	GO:0022857 // GO:0015710 // GO:0015654 // GO:0097339 // GO:0055085 // GO:0016021 // GO:0016020 // GO:0006811 // GO:0006847 // GO:0015123 // GO:0043879 // GO:0005887 // GO:0005886 // GO:0015293 // GO:0006814	"YjcG // ""ActP"""	acetate/glycolate:cation symporter	59.197
yibN	EG12295	b3611	putative sulfurtransferase YibN	GO:0005887 // GO:0005829	"YibN // ""putative rhodanese-related sulfurtransferase"""	putative sulfurtransferase YibN	15.596
yihN	EG11840	b3874	putative transporter YihN	GO:0031224 // GO:0022857 // GO:0055085 // GO:0005886 // GO:0016021 // GO:0016020	YihN	putative transporter YihN	46.335
yejM	EG12049	b2188	putative cardiolipin transport protein YejM	GO:0030288 // GO:0005887 // GO:0055088 // GO:0008484 // GO:0003824 // GO:0005886 // GO:0016021 // GO:0016020	"PbgA // ""YejN"" // ""YejM"""	putative cardiolipin transport protein YejM	67.296
yidK	EG11706	b3679	putative transporter YidK	GO:1904659 // GO:0005412 // GO:0022857 // GO:0006012 // GO:0055085 // GO:0005215 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0015293 // GO:0006814 // GO:0006811 // GO:0006810	YidK	putative transporter YidK	62.085
yceI	EG11820	b1056	protein YceI	GO:0030288 // GO:0042597	YceI	protein YceI	20.912
marC	EG11637	b1529	inner membrane protein MarC	GO:0016021 // GO:0016020 // GO:0005886 // GO:0005887	"YdeC // ""YdeB"" // ""MarC"""	inner membrane protein MarC	23.617
yjiC	G7922	b4325	uncharacterized protein YjiC		YjiC	uncharacterized protein YjiC	30.593
barA	EG11367	b2786	"BarA-N-phospho-L-histidine-861 // ""BarA-N-phospho-L-histidine-302"" // ""BarA-phospho-L-aspartate-718"" // ""sensor histidine kinase BarA"""	GO:0005886 // GO:0000160 // GO:0009927 // GO:0006468 // GO:0042803 // GO:0004721 // GO:1901425 // GO:0010034 // GO:0018217 // GO:0005515 // GO:0023014 // GO:0018106 // GO:0016772 // GO:0016740 // GO:0016310 // GO:0016301 // GO:0007165 // GO:0004673 // GO:0005887 // GO:0046777 // GO:0042542 // GO:0000166 // GO:0016021 // GO:0016020 // GO:0005524 // GO:0000155	"BarA-Phis861 // ""His-861 phosphorylated BarA"" // ""BarA-Phis302"" // ""His-302 phosphorylated BarA"" // ""Asp-718 phosphorylated BarA"" // ""BarA-Pasp718"" // ""AirS"" // ""BarA"""	"BarA-N-phospho-L-histidine-861 // ""BarA-N-phospho-L-histidine-302"" // ""BarA-phospho-L-aspartate-718"" // ""sensor histidine kinase BarA"""	102.453
yhhI	EG11525	b3484	putative transposase	GO:0005829 // GO:0006313 // GO:0004803 // GO:0003677	YhhI	putative transposase	43.146
rstB	EG11233	b1609	"sensory histidine kinase RstB - phosphorylated // ""sensory histidine kinase RstB"""	GO:0047484 // GO:0005887 // GO:0000160 // GO:0023014 // GO:0016310 // GO:0007165 // GO:0016772 // GO:0005524 // GO:0000166 // GO:0046777 // GO:0005886 // GO:0018106 // GO:0016740 // GO:0016301 // GO:0016021 // GO:0016020 // GO:0004673 // GO:0000155	"UspT // ""RstB-Phis276"""	"sensory histidine kinase RstB - phosphorylated // ""sensory histidine kinase RstB"""	49.283
yhfU	G7730	b3378	DUF2620 domain-containing protein YhfU		YhfU	DUF2620 domain-containing protein YhfU	12.479
focB	G7309	b2492	formate channel FocB	GO:0019664 // GO:0055085 // GO:0015724 // GO:0015499 // GO:0005887 // GO:0022857 // GO:0005886 // GO:0016021 // GO:0016020	FocB	formate channel FocB	30.565
yqiJ	G7588	b3050	DUF1449 domain-containing inner membrane protein YqiJ	GO:0006974 // GO:0005886 // GO:0016021 // GO:0016020	YqiJ	DUF1449 domain-containing inner membrane protein YqiJ	23.087
yegT	G7130	b2098	putative transporter YegT	GO:0005887 // GO:0015858 // GO:1901642 // GO:0005337 // GO:0005886 // GO:0016021 // GO:0016020	YegT	putative transporter YegT	47.359
ygeY	G7491	b2872	putative peptidase YgeY	GO:0008777 // GO:0006526 // GO:0005887 // GO:0005829 // GO:0046872 // GO:0016787 // GO:0008237 // GO:0008233 // GO:0006508	YgeY	putative peptidase YgeY	44.804
ydjK	G6962	b1775	putative transporter YdjK	GO:0022857 // GO:0055085 // GO:0005886 // GO:0016021 // GO:0016020	YdjK	putative transporter YdjK	49.602
ygcO	G7433	b2767	putative 4Fe-4S cluster-containing protein	GO:0005829 // GO:0055114 // GO:0005506 // GO:0009294 // GO:0051536 // GO:0046872	YgcO	putative 4Fe-4S cluster-containing protein	9.662
creC	EG10730	b4399	sensory histidine kinase CreC	GO:0047484 // GO:0005887 // GO:0046777 // GO:0019660 // GO:0000160 // GO:0018106 // GO:0016772 // GO:0016740 // GO:0016301 // GO:0007165 // GO:0004673 // GO:0000166 // GO:0005886 // GO:0016310 // GO:0016021 // GO:0016020 // GO:0005524 // GO:0000155	"PhoM // ""CreC"""	sensory histidine kinase CreC	52.176
yfdY	G7240	b2377	DUF2545 domain-containing protein YfdY	GO:0005886 // GO:0016021 // GO:0016020	YfdY	DUF2545 domain-containing protein YfdY	8.874
mdtI	G6857	b1599	multidrug/spermidine efflux pump membrane subunit MdtI	GO:0055085 // GO:0022857 // GO:0015871 // GO:1990961 // GO:0031460 // GO:0015297 // GO:0015220 // GO:0015199 // GO:0015848 // GO:1903711 // GO:0016021 // GO:0016020 // GO:0005886 // GO:0005887 // GO:0015606	"MdtI // ""YdgE"" // ""Em109"""	multidrug/spermidine efflux pump membrane subunit MdtI	11.72
yegJ	G7110	b2071	DUF2314 domain-containing protein YegJ		YegJ	DUF2314 domain-containing protein YegJ	17.428
puuP	G6643	b1296	B1296-MONOMER	GO:0055085 // GO:0022857 // GO:1902600 // GO:0016020 // GO:0006974 // GO:0006865 // GO:0015847 // GO:0009447 // GO:0005886 // GO:0016021 // GO:0015295 // GO:0015489	"YcjJ // ""PuuP"""		50.853
ydjL	G6963	b1776	putative zinc-binding dehydrogenase YdjL	GO:0005829 // GO:0008270 // GO:0055114 // GO:0046872 // GO:0016491	"YdjL // ""putative oxidoreductase, Zn-dependent and NAD(P)-binding"""	putative zinc-binding dehydrogenase YdjL	38.732
macB	G6462	b0879	ABC-type tripartite efflux pump ATP binding/membrane subunit	GO:1990961 // GO:0042893 // GO:0042897 // GO:0015562 // GO:0042802 // GO:0042803 // GO:1990196 // GO:0016020 // GO:0005887 // GO:0008559 // GO:0005515 // GO:0016887 // GO:0005886 // GO:0046677 // GO:0016787 // GO:0016021 // GO:0005524 // GO:0000166	YbjZ	ABC-type tripartite efflux pump ATP binding/membrane subunit	70.702
ydhS	G6896	b1668	FAD/NAD(P) binding domain-containing protein YdhS		YdhS	FAD/NAD(P) binding domain-containing protein YdhS	60.755
kdpA	EG10513	b0698	K+ transporting P-type ATPase subunit KdpA	GO:0030955 // GO:0005515 // GO:0005887 // GO:0031004 // GO:0098655 // GO:0071805 // GO:0006811 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0006813 // GO:0008556	"KdpA // ""Kac"""	K+ transporting P-type ATPase subunit KdpA	59.189
insQ	G6743	b1432	putative insertion element transposase InsQ	GO:0046872 // GO:0032196 // GO:0006310 // GO:0003677	"InsQ // ""YdcM"""	putative insertion element transposase InsQ	43.364
dpiB	G6345	b0619	"DpiB-N-phospho-L-histidine // ""sensor histidine kinase DpiB"""	GO:0009927 // GO:0030288 // GO:0005829 // GO:0000160 // GO:0006355 // GO:0005515 // GO:0016772 // GO:0016740 // GO:0016310 // GO:0016301 // GO:0004673 // GO:0046777 // GO:0005887 // GO:0000166 // GO:0000155 // GO:0005886 // GO:0018106 // GO:0016021 // GO:0016020 // GO:0005524	"DpiB-Phis347 // ""CitA-Phis"" // ""sensor histidine kinase DpiB - phosphorylated"" // ""DpiB"" // ""YbeP"" // ""CitA"" // ""MpdB"""	"DpiB-N-phospho-L-histidine // ""sensor histidine kinase DpiB"""	61.684
ycgJ	G6614	b1177	PF05666 family protein YcgJ		YcgJ	PF05666 family protein YcgJ	13.414
bamA	G6093	b0177	outer membrane protein assembly factor BamA	GO:0071709 // GO:0007155 // GO:1990063 // GO:0019867 // GO:0016020 // GO:0005515 // GO:0016021 // GO:0043165 // GO:0051205 // GO:0051082 // GO:0009279	"YzzN // ""YzzY"" // ""EcfK"" // ""YaeT"""	outer membrane protein assembly factor BamA	90.553
ybjP	G6450	b0865	DUF3828 domain-containing lipoprotein YbjP	GO:0005886 // GO:0016020	YbjP	DUF3828 domain-containing lipoprotein YbjP	18.991
exbB	EG10271	b3006	Ton complex subunit ExbB	GO:0017038 // GO:0055085 // GO:0022857 // GO:0042802 // GO:0098797 // GO:0005887 // GO:0015889 // GO:0042928 // GO:0016020 // GO:0005515 // GO:0050821 // GO:0031992 // GO:0005886 // GO:0043213 // GO:0016021 // GO:0015031	ExbB	Ton complex subunit ExbB	26.287
yahJ	G6189	b0324	putative deaminase with metallo-dependent hydrolase domain	GO:0005829 // GO:0016810	YahJ	putative deaminase with metallo-dependent hydrolase domain	50.549
frlA	EG12908	b3370	fructoselysine/psicoselysine transporter	GO:0055085 // GO:0022857 // GO:1901281 // GO:1902475 // GO:0015179 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0006865	"YhfM // ""FrlA"""	fructoselysine/psicoselysine transporter	47.577
dinQ	G0-9981	b4613	membrane toxin DinQ	GO:0005886 // GO:0006974 // GO:0016021 // GO:0016020	"DinQ // ""UV inducible membrane toxin DinQ"""	membrane toxin DinQ	3.021
dtpC	EG12469	b4130	dipeptide/tripeptide:H+ symporter DtpC	GO:1904680 // GO:0035673 // GO:0055085 // GO:0022857 // GO:0015293 // GO:0071916 // GO:1902600 // GO:0015078 // GO:0035442 // GO:0042937 // GO:0035443 // GO:0016021 // GO:0016020 // GO:0015833 // GO:0006857 // GO:0005886 // GO:0015031 // GO:0015333 // GO:0005887	"YjdL // ""DtpC"""	dipeptide/tripeptide:H+ symporter DtpC	53.055
yqiM	G0-17033	b4787	protein YqiM		YqiM	protein YqiM	3.305
yiaM	EG12281	b3577	"2,3-diketo-L-gulonate:Na+ symporter - membrane subunit"	GO:0015740 // GO:0034219 // GO:0015144 // GO:0005886 // GO:0016021 // GO:0016020	YiaM	"2,3-diketo-L-gulonate:Na+ symporter - membrane subunit"	17.516
ychT	G0-17017	b4771	protein YchT		YchT	protein YchT	1.882
ccmD	EG12169	b2198	heme trafficking system membrane protein CcmD	GO:0017004 // GO:0005887 // GO:0016020 // GO:0005886 // GO:0016021 // GO:0031235 // GO:0005515 // GO:0015886	YojM	heme trafficking system membrane protein CcmD	7.745
yddY	G0-16740	b4746	protein YddY		YddY	protein YddY	1.481
eptC	EG11914	b3955	phosphoethanolamine transferase EptC	GO:0016772 // GO:0003824 // GO:0008484 // GO:0016776 // GO:0006629 // GO:0016021 // GO:0016020 // GO:0009244 // GO:0005886 // GO:0016740 // GO:0009103	"EptC // ""YijP"""	phosphoethanolamine transferase EptC	66.61
ykgV	G0-16724	b4729	protein YkgV		YkgV	protein YkgV	8.638
amtB	EG11821	b0451	ammonia/ammonium transporter	GO:0019740 // GO:0042802 // GO:0005515 // GO:0016021 // GO:0016020 // GO:0005886 // GO:0072488 // GO:0008519 // GO:0005887 // GO:0015670 // GO:0015696 // GO:0015292	"YbaG // ""AmtB ammonium Amt transporter"" // ""AmtB"""	ammonia/ammonium transporter	44.515
ytcA	G0-10608	b4622	putative lipoprotein YtcA	GO:0016021 // GO:0016020 // GO:0005886	YtcA	putative lipoprotein YtcA	10.257
yaaU	EG11566	b0045	putative transporter YaaU	GO:0006979 // GO:0055085 // GO:0022857 // GO:0005886 // GO:0016021 // GO:0016020	"YaaU // ""YabE"""	putative transporter YaaU	48.667
ymiA	G0-10512	b4522	uncharacterized protein YmiA	GO:0005886 // GO:0005887 // GO:0016021 // GO:0016020	YmiA	uncharacterized protein YmiA	5.337
wzyE	EG11457	b3793	putative enterobacterial common antigen polymerase	GO:0005887 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0009246	"RffT // ""WzyE"""	putative enterobacterial common antigen polymerase	51.517
yceK	EG12689	b1050	DUF1375 domain-containing lipoprotein YceK	GO:0031246 // GO:0006974	YceK	DUF1375 domain-containing lipoprotein YceK	8.443
mdtG	EG11343	b1053	efflux pump MdtG	GO:0022857 // GO:0015299 // GO:0005887 // GO:1990961 // GO:1901562 // GO:0055085 // GO:0005886 // GO:0046677 // GO:0016021 // GO:0016020	"MdtG // ""YceE"" // ""MdtG drug MFS transporter"" // ""MdtG multidrug efflux pump"""	efflux pump MdtG	43.867
yiaD	EG12271	b3552	PF13488 family lipoprotein YiaD	GO:0005886 // GO:0016021 // GO:0016020 // GO:0009279	YiaD	PF13488 family lipoprotein YiaD	22.197
uacT	G7507	b2888	urate:H+ symporter	GO:0015851 // GO:0022857 // GO:0016021 // GO:0016020 // GO:0006811 // GO:0005886 // GO:0015293 // GO:0055085 // GO:0015747 // GO:0015143 // GO:0042906 // GO:0042907 // GO:0005887	"UacT // ""YgfU"""	urate:H+ symporter	51.758
yeiI	EG12028	b2160	putative sugar kinase YeiI	GO:0046835 // GO:0019200 // GO:0005829 // GO:0016773 // GO:0016310 // GO:0016740 // GO:0016301	YeiI	putative sugar kinase YeiI	39.71
bamE	EG10952	b2617	outer membrane protein assembly factor BamE	GO:1901612 // GO:0045203 // GO:1990063 // GO:0019867 // GO:0042802 // GO:0016020 // GO:0005515 // GO:0046677 // GO:0043165 // GO:0051205 // GO:0009279 // GO:0030674	"SmqA // ""small membrane protein A"" // ""BamE"" // ""SmpA"""	outer membrane protein assembly factor BamE	12.302
yjgM	G7886	b4256	putative acetyltransferase YjgM	GO:0008080 // GO:0005829 // GO:0016740 // GO:0016746	YjgM	putative acetyltransferase YjgM	18.622
mdtA	G7113	b2074	multidrug efflux pump membrane fusion protein MdtA	GO:1990281 // GO:0022857 // GO:0015562 // GO:0006855 // GO:0042908 // GO:0015125 // GO:0015721 // GO:0005887 // GO:0055085 // GO:0005886 // GO:0030288 // GO:0016020	"MdtA membrane fusion protein // ""YegM"""	multidrug efflux pump membrane fusion protein MdtA	44.464
yhhH	EG11520	b3483	PF15631 family protein YhhH	GO:0005887	YhhH	PF15631 family protein YhhH	14.531
pssA	EG10781	b2585	phosphatidylserine synthase	GO:0005515 // GO:0005543 // GO:0032049 // GO:0008444 // GO:0005829 // GO:0006629 // GO:0003824 // GO:0005886 // GO:0016740 // GO:0016020 // GO:0003882 // GO:0008654 // GO:0005737	"Pss // ""PssA"""	phosphatidylserine synthase	52.802
yhdV	G7695	b3267	lipoprotein YhdV	GO:0005886 // GO:0016021 // GO:0016020	YhdV	lipoprotein YhdV	7.452
ydiM	G6916	b1690	putative exporter YdiM	GO:0022857 // GO:0055085 // GO:0005886 // GO:0016021 // GO:0016020	YdiM	putative exporter YdiM	44.608
yfiB	EG11152	b2605	lipoprotein YfiB	GO:0016021 // GO:0009279 // GO:0005886 // GO:0016020	YfiB	lipoprotein YfiB	17.245
pgsA	EG10706	b1912	CDP-diacylglycerol&mdash;glycerol-3-phosphate 3-phosphatidyltransferase	GO:0046474 // GO:0016020 // GO:0016780 // GO:0016740 // GO:0006629 // GO:0006655 // GO:0005886 // GO:0016021 // GO:0008444 // GO:0008654	PgsA	CDP-diacylglycerol&mdash;glycerol-3-phosphate 3-phosphatidyltransferase	20.701
yghT	G7552	b2986	putative ATP-binding protein YghT	GO:0005829 // GO:0005524 // GO:0000166	"YghT // ""putative protein with nucleoside triphosphate hydrolase domain"""	putative ATP-binding protein YghT	25.356
lsrD	G6802	b1515	Autoinducer-2 ABC transporter membrane subunit LsrD	GO:0055085 // GO:0022857 // GO:0043190 // GO:0005886 // GO:0016021 // GO:0016020	"YdeZ // ""LsrD"""	Autoinducer-2 ABC transporter membrane subunit LsrD	34.456
ygeO	G7479	b2859	putative uncharacterized protein YgeO	GO:0005829	"YgeO // ""ORF_f141"""	putative uncharacterized protein YgeO	
lolE	G6575	b1118	lipoprotein release complex - inner membrane subunit	GO:0140306 // GO:0042953 // GO:0044874 // GO:0098797 // GO:0005515 // GO:0016021 // GO:0016020 // GO:0005886 // GO:0005887	YcfW	lipoprotein release complex - inner membrane subunit	45.344
ypjC	G7385	b2650	DUF5507 domain-containing protein YpjC		YpjC	DUF5507 domain-containing protein YpjC	18.024
