SwissProt ID,SwissProt accession,Protein description,Observed parent ions,Protein score,Observable peptides,PAI lysate,emPAI,emPAI-derived copy no/cell (see Figure 2),Detection Frequency,Molecular mass (Da),Isoelectric point (pI),GRAVY (Kyte-Doolittle),number of alternating hydrophobic/hydrophilic stretches,CAI,Essentiality,hgt,Expr_value,FunCat (v.1.3) top level classification,FunCat (v.1.3) complete classification,FunCat class description,SCOP Fold,SCOP Family,SCOP Class,SCOP Fold Description,TMHMM 2.0 number of transmembrane segments,PSORT localisation,Experimentally derived localization,Group,Operon,Running Number,ribosomal protein,log copynumber
PURA_ECOLI,P12283,Adenylosuccinate synthetase (EC 6.3.4.4) (IMP--aspartate ligase) (AdSS) (AMPSase),48,2442,20,2.4,2.50E+02,7.16E+03,0.032795056,47215,5.22,-0.2,6,,,,2.2,"63,01",01;01.03;63.19;63;01.03.01;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; ,c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,Cytoplasmic,C,high,purA,40,no,3.854913022
GLNA_ECOLI,P06711,Glutamine synthetase (EC 6.3.1.2) (Glutamate--ammonia ligase),49,2357,20,2.45,2.81E+02,7.65E+03,0.025485792,51774,5.23,-0.3,14,,,,2.07,"01,63,40",01.01.01;01;63.19;01.01.01.01;63;01.02.01;01.01.01.01.02;40.03;01.02;63.19.03;01.01.01.01.02.04;01.01;63.01;40;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,"d.128,d.15",d.128.1;d.15.9;,Alpha and beta proteins (a+b),"Glutamine synthase/guanidino kinase catalytic domain,beta-Grasp (ubiquitin-like)",0,Cytoplasmic,C,high,glnALG,41,no,3.883661435
GLYA_ECOLI,P00477,Serine hydroxymethyltransferase (EC 2.1.2.1) (Serine methylase) (SHMT),43,2210,16,2.69,4.86E+02,1.05E+04,0.028151775,45318,6.46,-0.23,11,,,,,1,01;01.05;01.05.01.03.05;01.05.01;01.05.01.03;,METABOLISM; ,c.67,c.67.1;,Alpha and beta proteins (a/b),PLP-dependent transferases,0,Cytoplasmic,C,high,glyA,42,no,4.021189299
RS2_ECOLI,P02351,30S ribosomal protein S2,48,2303,11,4.36,2.31E+04,9.92E+04,0.054625199,26614,7.16,-0.28,3,,,,2.37,"63,05,40",05.01.01;05;40.03;63.03.03;63.03;63.01;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,c.23,c.23.15;,Alpha and beta proteins (a/b),Flavodoxin-like,0,Cytoplasmic,C,-,rpsB-tsf,43,yes,4.996511672
SYK1_ECOLI,P0A8N3,Lysyl-tRNA synthetase (EC 6.1.1.6) (Lysine--tRNA ligase) (LysRS),47,2140,27,1.74,5.40E+01,2.94E+03,0.032169398,57501,4.98,-0.4,17,,,,1.84,"63,40,05",63.19;63.17;63;05;05.04;63.11;40.03;63.03.03;63.03;63.17.07;40;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN SYNTHESIS; ,"b.40,d.104",b.40.4;d.104.1;,"Alpha and beta proteins (a+b),All beta proteins","Class II aaRS and biotin synthetases,OB-fold",0,Cytoplasmic,,high,prfB-lysS,44,no,3.46834733
LON_ECOLI,P08177,ATP-dependent protease La (EC 3.4.21.53),46,1944,36,1.28,1.80E+01,1.55E+03,0.017578531,87439,6.33,-0.31,23,0.47,N,,,"11,63,06,14",14.01;11.01;63.19;63;14.01.99;06.13;11;63.19.03;06;14;11.01.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN FATE (folding, modification, destination); CELL FATE; ",,,,,0,Cytoplasmic,C,low,,45,no,3.190331698
PTA_ECOLI,P39184,Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase),46,2284,29,1.59,3.76E+01,2.38E+03,0.047534845,77042,5.16,-0.08,22,,,,2.49,"01,63,02",01;63.17;63;01.05.01.01.03;02;63.17.09;02.16;01.05;02.16.13;01.05.01;01.05.01.01;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ENERGY; ,,,,,0,Unknown,C,high,,46,no,3.376576957
RL1_ECOLI,P02384,50S ribosomal protein L1,47,2303,11,4.27,1.87E+04,8.78E+04,0.061081136,24599,10.45,-0.12,13,,,,2.08,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;05.07;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,e.24,e.24.1;,Multi-domain proteins (alpha and beta),Ribosomal protein L1,0,Unknown,C,-,,47,yes,4.943494516
RS4_ECOLI,P02354,30S ribosomal protein S4,43,2000,10,4.3,2.00E+04,9.11E+04,0.068988539,23339,10.87,-0.68,12,,,,1.55,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,d.66,d.66.1;,Alpha and beta proteins (a+b),Alpha-L RNA-binding motif,0,Cytoplasmic,,-,rpsMKD-rpoA-rplQ,48,yes,4.959518377
CARB_ECOLI,P00968,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammo,44,2187,46,0.96,8.05E+00,9.72E+02,0.013592866,117712,5.09,-0.16,36,,,,,"63,01,40,06",01.01.01;01;63.19;01.01.01.01;01.03;63.17;63;01.01.01.01.02;40.03;01.01.01.01.02.03;63.17.09;06;63.19.03;01.01;06.10;01.03.04.03;40;01.03.04;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ","d.142,c.30,a.92,c.24",c.30.1;c.24.1;a.92.1;d.142.1;d.142.1;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b),All alpha proteins","ATP-grasp,Carbamoyl phosphate synthetase, large subunit connection domain,Biotin carboxylase N-terminal domain-like,Methylglyoxal synthase-like",0,Unknown (This protein may have multiple localization sites.),C,low,carAB,49,no,2.987666265
IMDH_ECOLI,P06981,Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) (IMP dehydrogenase) (IMPDH) (IMPD),43,2137,17,2.53,3.37E+02,8.52E+03,0.033270279,52024,6.38,-0.1,16,,,,1.93,1,01;01.03;01.03.01;,METABOLISM; ,"d.37,c.1",c.1.4;d.37.1;c.1.5;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","TIM beta/alpha-barrel,CBS-domain",0,Cytoplasmic,C,high,guaBA,50,no,3.930439595
G6PI_ECOLI,P0A6T1,Glucose-6-phosphate isomerase (EC 5.3.1.9) (GPI) (Phosphoglucose isomerase) (PGI) (Phospho,44,2400,24,1.83,6.71E+01,3.33E+03,0.027185733,61545,6.34,-0.27,11,,,,,"01,02",01;02.01;02;01.05;01.05.01.01;01.05.01.01.01;,METABOLISM; ENERGY; ,c.80,c.80.1;,Alpha and beta proteins (a/b),SIS domain,0,Cytoplasmic,,high,,51,no,3.522444234
SYFB_ECOLI,P07395,Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20) (Phenylalanine--tRNA ligase beta cha,43,2186,34,1.26,1.74E+01,1.52E+03,0.02180928,87379,5.04,-0.1,29,,,,,"63,40,05",63.19;63.17;63;05;40.03;05.10;63.17.07;40;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN SYNTHESIS; ,"d.138,b.40,a.6,d.104,d.58",a.6.1;d.58.13;b.40.4;d.138.1;d.104.1;,"Alpha and beta proteins (a+b),All beta proteins,All alpha proteins","Putative DNA-binding domain,B3/B4 domain of PheRS, PheT,Class II aaRS and biotin synthetases,Ferredoxin-like,OB-fold",0,Cytoplasmic,,low,pheST-himA,52,no,3.181843588
IDH_ECOLI,P08200,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42) (Oxalosuccinate decarboxylase) (IDH) (NADP+-,45,2029,18,2.5,3.15E+02,8.19E+03,0.030090377,45758,5,-0.15,12,,,,,"01,02",01;02.10;02;01.05;01.05.01.05;01.05.01;01.05.01.05.03;,METABOLISM; ENERGY; ,c.77,c.77.1;,Alpha and beta proteins (a/b),Isocitrate & isopropylmalate dehydrogenases,0,Cytoplasmic,,high,icdA,53,no,3.913283902
TKT1_ECOLI,P27302,Transketolase 1 (EC 2.2.1.1) (TK 1),43,2158,20,2.15,1.40E+02,5.11E+03,0.05029487,72213,5.48,-0.23,20,0.68,E,,2,"01,63",63.21.11;01;63.17;01.04;63.13.01;63;63.13;01.05;63.21;01.05.01;63.17.01;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,"c.48,c.36",c.48.1;c.36.1;c.36.1;,Alpha and beta proteins (a/b),"Thiamin diphosphate-binding fold (THDP-binding),Transketolase C-terminal domain-like",0,Cytoplasmic,C,high,,54,no,3.7084209
BLAT_ECOLI,P62593,Beta-lactamase TEM precursor (EC 3.5.2.6) (TEM-1) (TEM-2) (TEM-3) (TEM-4) (TEM-5) (TEM-6),42,2099,20,2.1,1.25E+02,4.78E+03,0.01856915,31516,5.95,-0.11,8,,,,,,,,e.3,e.3.1;,Multi-domain proteins (alpha and beta),beta-Lactamase/D-ala carboxypeptidase,0,,,high,,55,no,3.679427897
RHO_ECOLI,P03002,Transcription termination factor rho,43,2096,21,2.05,1.11E+02,4.45E+03,0.031601202,47005,7.29,-0.3,13,,,,1.64,"63,04",63.19;63;04;04.05;63.03.03;04.05.01;63.03;04.05.01.04;63.01;04.05.01.04.99;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); TRANSCRIPTION; ,"b.40,a.140",b.40.4;a.140.3;,"All beta proteins,All alpha proteins","LEM/SAP HeH motif,OB-fold",0,Cytoplasmic,C,high,,56,no,3.648360011
GYRA_ECOLI,P09097,DNA gyrase subunit A (EC 5.99.1.3),42,1711,38,1.11,1.17E+01,1.21E+03,0.020277968,96965,4.93,-0.24,26,0.52,E,,1.39,"11,03,40",03.01.03.01;11.01.06;11.05.01;03.01.03;03.01;11.05;11.01;03;11.05.01.01;11;40;40.37;11.01.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; ",e.11,e.11.1;,Multi-domain proteins (alpha and beta),Type II DNA topoisomerase,0,Cytoplasmic,,low,gyrA,57,no,3.08278537
ALF_ECOLI,P11604,Fructose-bisphosphate aldolase class II (EC 4.1.2.13) (FBP aldolase),42,2393,11,3.82,6.58E+03,4.78E+04,0.050922761,39017,5.75,-0.23,12,,,,2.38,"01,63,06,02",01;63.17;63;01.04;02;63.17.09;01.05;01.05.01;06;01.05.01.01;02.01;06.10;63.01;01.05.01.01.01;,"METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN FATE (folding, modification, destination); ENERGY; ",c.1,c.1.10;,Alpha and beta proteins (a/b),TIM beta/alpha-barrel,0,Unknown,C,high,,58,no,4.679427897
SYP_ECOLI,P16659,Prolyl-tRNA synthetase (EC 6.1.1.15) (Proline--tRNA ligase) (ProRS) (Global RNA synthesis,41,2047,26,1.58,3.68E+01,2.35E+03,0.019605555,63694,4.98,-0.24,16,,,,1.64,"63,40,05,06",63.19;06.10;63;05;63.11;40.03;05.10;40;63.19.03;06;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN SYNTHESIS; PROTEIN FATE (folding, modification, destination); ","c.51,d.104",c.51.1;d.104.1;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","Class II aaRS and biotin synthetases,Anticodon-binding domain-like",0,Cytoplasmic,C,high,,59,no,3.371067862
PUR9_ECOLI,P15639,Bifunctional purine biosynthesis protein purH [Includes: Phosphoribosylaminoimidazolecarbo,40,2316,27,1.48,2.93E+01,2.06E+03,0.019019139,57330,5.6,-0.13,13,,,,,1,01;01.03;01.03.01.03;01.03.01;,METABOLISM; ,"c.97,c.24",c.24.1;c.24.1;c.97.2;,Alpha and beta proteins (a/b),"Cytidine deaminase-like,Methylglyoxal synthase-like",0,Cytoplasmic,C,high,purHD,60,no,3.31386722
ATPB_ECOLI,P00824,ATP synthase beta chain (EC 3.6.3.14),41,2165,23,1.78,5.96E+01,3.11E+03,0.031508928,50195,4.74,-0.12,10,0.65,N,,1.79,"67,40,13,02",13.01;13.01.01;67.04;02;02.45;67.50.25;67.15;40.30;02.11;13.01.01.03;67.50;67.04.01;13;67.04.01.02;02.45.15;40;02.13;67;,TRANSPORT FACILITATION; SUBCELLULAR LOCALISATION; REGULATION OF / INTERACTION WITH CELLULAR ENVIRONMENT; ENERGY; ,"b.49,a.69,c.37",b.49.1;a.69.1;c.37.1;,"Alpha and beta proteins (a/b),All beta proteins,All alpha proteins","Left-handed superhelix,P-loop containing nucleotide triphosphate hydrolases,Domain of alpha and beta subunits of F1 ATP synthase-like",0,Cytoplasmic,IM,high,atpIBEFHAGDC,61,no,3.492760389
RS7_ECOLI,P02359,30S ribosomal protein S7,41,2111,9,4.56,3.59E+04,1.28E+05,0.076321624,19889,11.15,-0.47,4,,,,1.45,"63,05,40",05.01.01;63;05;05.04;40.03;63.03.03;63.03;05.01;40;05.07;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,a.75,a.75.1;,All alpha proteins,Ribosomal protein S7,0,Unknown,,-,rpsLG-fusA-tufA,62,yes,5.10720997
RPOA_ECOLI,P00574,DNA-directed RNA polymerase alpha chain (EC 2.7.7.6) (RNAP alpha subunit) (Transcriptase a,42,2023,17,2.47,2.95E+02,7.87E+03,0.060719982,36513,4.81,-0.23,14,,,,,"63,40,06,04,62",63.03.01;04.05.01.01;62.01;63.17;63;62.01.07;04.05;40.03;63.03;63.17.09;06;06.10;04;04.05.01;63.01;40;62;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); TRANSCRIPTION; PROTEIN ACTIVITY REGULATION; ","a.60,d.181,d.74",d.74.3;a.60.3;d.181.1;,"Alpha and beta proteins (a+b),All alpha proteins","SAM domain-like,Insert subdomain of RNA polymerase alpha subunit,DCoH-like",0,Cytoplasmic,C,high,rpsMKD-rpoA-rplQ,63,no,3.895974732
RL3_ECOLI,P60438,50S ribosomal protein L3,42,1961,10,4.2,1.58E+04,7.97E+04,0.048758259,22245,10.7,-0.23,7,,,,1.9,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,b.43,b.43.3;,All beta proteins,Reductase/isomerase/elongation factor common domain,0,Unknown,,-,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,64,yes,4.901458321
SYQ_ECOLI,P00962,Glutaminyl-tRNA synthetase (EC 6.1.1.18) (Glutamine--tRNA ligase) (GlnRS),40,1862,30,1.33,2.05E+01,1.68E+03,0.016626794,63348,6.23,-0.52,20,,,,,"63,40,05",63.19;63;05;63.11;40.03;05.10;63.03.03;63.03;40;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN SYNTHESIS; ,"b.53,c.26",b.53.1;c.26.1;,"Alpha and beta proteins (a/b),All beta proteins","Ribosomal protein L25-like,Adenine nucleotide alpha hydrolase-like",0,Unknown,C,low,,65,no,3.225309282
RL5_ECOLI,P62399,50S ribosomal protein L5,39,2135,11,3.55,3.51E+03,3.32E+04,0.056925531,20171,10.29,-0.29,7,,,,1.81,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,d.77,d.77.1;,Alpha and beta proteins (a+b),Ribosomal protein L5,0,Cytoplasmic,,-,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-prlA-rpmJ,66,yes,4.521138084
PUR4_ECOLI,P15254,Phosphoribosylformylglycinamidine synthase (EC 6.3.5.3) (FGAM synthase) (FGAMS) (Formylgly,40,1978,54,0.74,4.50E+00,6.94E+02,0.007655502,141404,5.18,-0.23,41,,,,,"63,01,40",01;01.03;63.19;01.03.01.03;63;40.03;01.03.01;40;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; SUBCELLULAR LOCALISATION; ,,,,,0,Cytoplasmic,,low,purL,67,no,2.84135947
ODO1_ECOLI,P07015,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase),41,1700,35,1.17,1.38E+01,1.33E+03,0.020655852,105063,6.47,-0.44,31,0.5,E,,1.3,"01,02",01;02.01;02.10;02;01.05;01.05.01;,METABOLISM; ENERGY; ,,,,,0,Cytoplasmic,,low,sdhCDAB-b0725-sucABCD,68,no,3.123851641
AHPC_ECOLI,P26427,Alkyl hydroperoxide reductase subunit C (EC 1.6.4.-) (Alkyl hydroperoxide reductase protei,39,2211,8,4.88,7.50E+04,1.97E+05,0.074101337,20631,4.9,-0.29,9,,,,2,"11,67,01,02",01.06;01.06.04;11.01.01;11.01;01;02;11;67.15;02.11;67;,"CELL RESCUE, DEFENSE AND VIRULENCE; TRANSPORT FACILITATION; METABOLISM; ENERGY; ",c.47,c.47.1;,Alpha and beta proteins (a/b),Thioredoxin fold,0,Cytoplasmic,C,high,ahpCF,69,no,5.294466226
SERC_ECOLI,P23721,Phosphoserine aminotransferase (EC 2.6.1.52) (PSAT),38,2011,17,2.24,1.71E+02,5.74E+03,0.016620499,39653,5.33,-0.12,9,,,,,"01,63,40",01.01.01;01.01;01;63;01.01.01.11;01.01.01.11.01;40.03;01.07;63.21.17;01.07.01;40;63.21;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,c.67,c.67.1;,Alpha and beta proteins (a/b),PLP-dependent transferases,0,Cytoplasmic,C,high,serC-aroA,70,no,3.758911892
SYM_ECOLI,P00959,Methionyl-tRNA synthetase (EC 6.1.1.10) (Methionine--tRNA ligase) (MetRS),39,1895,33,1.18,1.42E+01,1.35E+03,0.014476751,76125,5.7,-0.31,23,,,,,5,05;05.10;,PROTEIN SYNTHESIS; ,"b.40,g.41,c.26,a.27",a.27.1;c.26.1;b.40.4;g.41.1;,"Alpha and beta proteins (a/b),All beta proteins,All alpha proteins,Small proteins","Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases,Adenine nucleotide alpha hydrolase-like,Rubredoxin-like,OB-fold",0,Cytoplasmic,OM,low,,71,no,3.130333768
CAPP_ECOLI,P00864,Phosphoenolpyruvate carboxylase (EC 4.1.1.31) (PEPCase) (PEPC),40,1558,46,0.87,6.41E+00,8.51E+02,0.013277512,99064,5.49,-0.28,29,,,,,"01,40,06,02",01;06.10;02.09;40.03;02;01.05;40;01.05.01;06;01.05.01.01;01.05.01.01.01;,"METABOLISM; SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ENERGY; ",c.1,c.1.12;,Alpha and beta proteins (a/b),TIM beta/alpha-barrel,0,Unknown,C,low,,72,no,2.92992956
RS3_ECOLI,P02352,30S ribosomal protein S3,38,1808,9,4.22,1.67E+04,8.21E+04,0.067237472,25853,11.06,-0.43,9,,,,2.14,"63,05,40",05.01.01;63;05;05.04;05.04.01;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,"d.53,d.52",d.53.1;d.52.3;,Alpha and beta proteins (a+b),"Alpha-lytic protease prodomain-like,Ribosomal protein S3 C-terminal domain",0,Cytoplasmic,,-,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,73,yes,4.914343157
NUSA_ECOLI,P03003,Transcription elongation protein nusA (N utilization substance protein A) (L factor),39,1781,24,1.63,4.12E+01,2.51E+03,0.025518341,54872,4.35,-0.28,16,,,,1.15,"11,63,40,04,62",62.01;11.01.06;63;62.01.07;04.05;40.03;63.03;04.05.01.04;04.05.01.04.99;11.01;04;04.05.01;63.03.03;63.01;11;40;62;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; TRANSCRIPTION; PROTEIN ACTIVITY REGULATION; ","d.202,d.52",d.202.1;d.52.3;,Alpha and beta proteins (a+b),"Transcription factor NusA, N-terminal domain,Alpha-lytic protease prodomain-like",0,Cytoplasmic,C,high,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,74,no,3.399673721
ISCS_ECOLI,P39171,Cysteine desulfurase (EC 2.8.1.7) (ThiI transpersulfidase) (NifS protein homolog),38,1745,20,1.9,7.84E+01,3.65E+03,0.031981869,45091,6.34,-0.27,14,,,,,"01,63,04",01.01.10.05.02;01;63;01.01.10;04.03.06;01.02;63.21.17;01.02.99;01.01;04;04.03;01.01.10.05;63.21;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); TRANSCRIPTION; ,c.67,c.67.1;c.67.1;,Alpha and beta proteins (a/b),PLP-dependent transferases,0,Cytoplasmic,,high,iscRSUA,75,no,3.562292864
GPMA_ECOLI,P62707,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (EC 5.4.2.1) (Phosphoglyceromuta",38,2053,13,2.92,8.37E+02,1.44E+04,0.036640645,28426,6.11,-0.58,4,,,,1.24,"01,40,02",01;02.01;40.03;02;01.05;40;01.05.01;,METABOLISM; SUBCELLULAR LOCALISATION; ENERGY; ,c.60,c.60.1;,Alpha and beta proteins (a/b),Phosphoglycerate mutase-like,0,Unknown,C,high,,76,no,4.158362492
UP05_ECOLI,P39170,Unknown protein from 2D-page spots M62/M63/O3/O9/T35 precursor,38,1781,38,1,9.00E+00,1.04E+03,0.011458071,90554,4.78,-0.48,33,,E,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,OuterMembrane,IM,low,,77,no,3.017033339
ACKA_ECOLI,P15046,Acetate kinase (EC 2.7.2.1) (Acetokinase),38,1769,14,2.71,5.17E+02,1.09E+04,0.035633342,43292,6.24,-0.05,7,,,,2.11,"01,63,02",01;63.17;63;01.05.01.01.03;02;63.17.09;02.16;01.05;02.16.13;01.05.01;01.05.01.01;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ENERGY; ,c.55,c.55.1;,Alpha and beta proteins (a/b),Ribonuclease H-like motif,0,Cytoplasmic,C,high,ackA,78,no,4.037426498
RL7_ECOLI,P02392,50S ribosomal protein L7/L12 (L8),37,1985,5,7.4,2.51E+07,5.76E+06,0.063882064,12165,4.42,0.28,1,,,,1.61,"63,05,40,06",05.01.01;06.10;63;05;40.03;63.03.03;63.03;63.01;05.01;40;06;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ",d.45,d.45.1;,Alpha and beta proteins (a+b),"Ribosomal protein L7/12, C-terminal domain",0,Unknown (This protein may have multiple localization sites.),C,-,rplJL-rpoBC,79,yes,6.760422483
SYN_ECOLI,P17242,Asparaginyl-tRNA synthetase (EC 6.1.1.22) (Asparagine--tRNA ligase) (AsnRS),35,1871,23,1.52,3.22E+01,2.18E+03,0.045933014,52440,5.04,-0.26,14,,,,,5,05;05.10;,PROTEIN SYNTHESIS; ,d.104,d.104.1;,Alpha and beta proteins (a+b),Class II aaRS and biotin synthetases,0,Cytoplasmic,,high,,80,no,3.338456494
RIR1_ECOLI,P00452,Ribonucleoside-diphosphate reductase 1 alpha chain (EC 1.17.4.1) (Ribonucleotide reductase,34,1264,33,1.03,9.72E+00,1.08E+03,0.010835913,85776,6.12,-0.34,20,,,,,"01,03",01;01.03;03;03.01.03;03.01;,METABOLISM; CELL CYCLE AND DNA PROCESSING; ,"c.7,a.98",c.7.1;a.98.1;,"Alpha and beta proteins (a/b),All alpha proteins","PFL-like glycyl radical enzymes,R1 subunit of ribonucleotide reductase, N-terminal domain",0,Cytoplasmic,,low,nrdAB,81,no,3.033423755
FABB_ECOLI,P14926,3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase I) (,35,1783,12,2.92,8.24E+02,1.43E+04,0.041695147,42614,5.33,0.01,9,,,,1.86,1,01.06;01;01.06.01;01.06.01.05;,METABOLISM; ,c.95,c.95.1;,Alpha and beta proteins (a/b),Thiolase-like,0,Cytoplasmic,C,high,,82,no,4.155336037
AK1H_ECOLI,P00561,Bifunctional aspartokinase/homoserine dehydrogenase I (AKI-HDI) [Includes: Aspartokinase I,33,1696,37,0.89,6.80E+00,8.81E+02,0.011019284,89121,5.47,0.04,23,0.32,N,,,"67,01,63,40",01.01.01;01.01;01;63;63.21.07;01.01.01.07.03;40.03;01.01.01.07;67.15;40;63.21;67;,TRANSPORT FACILITATION; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,"d.81,c.2",c.2.1;d.81.1;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain,NAD(P)-binding Rossmann-fold domains",0,Cytoplasmic,IM,low,thrLABC,83,no,2.944975908
PUR8_ECOLI,P25739,Adenylosuccinate lyase (EC 4.3.2.2) (Adenylosuccinase) (ASL),35,1545,20,1.75,5.52E+01,2.98E+03,0.012850308,51544,5.93,-0.24,11,,,,1.22,1,01;01.03;01.03.01.03;01.03.01;,METABOLISM; ,a.127,a.127.1;,All alpha proteins,L-aspartase-like,0,Unknown,C,high,ycfC-purB,84,no,3.474216264
PHSM_ECOLI,P00490,Maltodextrin phosphorylase (EC 2.4.1.1),34,1386,43,0.79,5.18E+00,7.52E+02,0.02884886,90392,7.38,-0.35,20,0.45,N,,,"01,40,02",01;01.05.01.03.01;40.03;02;01.05;01.05.01;01.05.01.01;02.01;02.01.03;01.05.01.01.02;01.05.01.03.02;02.19;40;01.05.01.01.01;01.05.01.03;,METABOLISM; SUBCELLULAR LOCALISATION; ENERGY; ,c.87,c.87.1;,Alpha and beta proteins (a/b),UDP-Glycosyltransferase/glycogen phosphorylase,0,Unknown,,low,malPQ,85,no,2.876217841
